	multimodal_emotion	text_script
1603	6	너 실제로 뚱뚱해?
1604	6	아니. 엄마는 맨날 나보고 말랐다고 하는데?
1605	6	근데 그럼 뭐가 문제야? 걔가 헛소리 하는거지.
1606	6	그래도 듣기 싫단 말이야.
1607	2	알았어. 형준이가 또 그런 말 하면 나한테 말해.       내가 뭐라고 할게.
1608	7	오. 오늘 좀 멋있는데?
1609	7	나 원래 멋있어. 몰랐냐?
1610	6	몰랐는데. 사실은 지금도 아주 살짝 멋있다는 것 뿐이야.
1611	7	부끄러워서 그런거 다 알아.
1612	7	아닌데?
1613	1	오빠 나 오빠 태블릿 쓰면 안 돼?
1614	6	 나 지금 하고 있는데?        나중에 써.
1615	2	안 돼. 오늘 ‘인기노래’ 한단 말이야.
1616	6	그거 나중에 재방송 보면 되지.
1617	2	안 돼. 애들이랑 실시간으로 얘기해야 한단 말이야.       그리고 오늘 ‘엑스나인’ 데뷔 날이라서 꼭 봐야 돼.
1618	1	걔네가 누군데?
1619	7	오디션 프로에서 데뷔하는 애들인데,        내가 뽑은 애들도 있어.
1620	6	야, 근데 나 지금 게임 중인데.
1621	7	 아 오빠아아아아. 한 번만 보여줘.       내가 이따가, 아이스크림 사올게.
1622	7	진짜지?
1623	7	응. 진짜.
1624	2	너 또 귀찮다고 안 갈거잖아.
1625	1	아니야. 진짜로 갈거야.
1626	2	알았어 그러면. 딱 한 시간만 봐. 알았지?
1627	6	왜?
1628	6	좀 이따 나도 방송 봐야 돼.
1629	7	오빠, 엄마가 오빠한테, 여행 어디로 가고 싶은지 물어보래.
1630	5	여행? 무슨 여행?
1631	7	이번에 아빠 오시면, 여행 가기로 했잖아.
1632	5	아. 맞다. 아 근데 그건 엄마 아빠가 정해야지.        우리한테 선택권이 있대?
1633	7	응. 이번에 우리가 가고 싶은 데로 가자던데.
1634	7	너는 가고 싶은데 있어?
1635	7	나는 제주도!
1636	6	제주도 작년에 갔잖아.
1637	7	그 때 엄청 좋았단 말이야. 맛있는 것도 엄청 먹고.       바다도 엄청 예뻤어.
1638	6	한 번 봤으면 됐지. 뭘 또 가냐.
1639	7	그래도 또 가고 싶은데….
1640	6	뭐야 답정너네. 그래 제주도로 가. 나한텐 왜 물어봤냐?
1641	7	오빠는 어디 가고 싶은데?
1642	6	나는 아무데도 안 가고 싶어. 나는 피씨방이나 가고싶다….
1643	6	바보.
1644	6	아, 여행 너무 귀찮아.
1645	7	오빠오빠.
1646	1	 왜.
1647	7	나 반에서 1등 했다?
1648	5	 진짜로?
1649	7	응! 완전 신기하지?
1650	5	와…. 너 공부 잘 한다.
1651	7	그런가봐. 근데 이런거 처음이라 기분 진짜 이상해.
1652	4	부럽네. 나도 한 번만 1등 해보고 싶다.
1653	3	오빠도 노력을 좀 해봐. 나 이번에 공부 엄청 열심히 했어.
1654	0	나도 노력 하거든?
1655	3	근데 왜 1등을 못 해?
1656	0	야. 자랑하냐 지금?
1657	7	 암튼 오늘 아빠한테 맛있는 거 사달라고 해야지~
1658	0	우씨 짜증나. 아빠 또 너만 좋아하겠네.
1659	7	아니야. 내가 오빠도 좀 좋아하라고 할게.
1660	0	아빠 맨날 나한테 화만 내.
1661	3	그거야 오빠가 맨날 아빠한테 말대꾸 하니까 그렇지.
1662	0	너도 나한테 말대꾸 하잖아?
1663	5	내가 언제?
1664	0	봐. 지금도.
1665	7	오빠. 얘 좀 봐. 
1666	5	뭔데.  고양이?
1667	7	응. 완전 귀엽지 않아?
1668	7	귀엽긴 하네.
1669	4	나 얘 키우고 싶다....
1670	3	엄마가 절대 허락 안 해주실걸?        엄마 강아지도 싫다고 하셨는데.        고양이는 더 싫어할거 같은데.
1671	4	그치만… 내가 다 키우면 되지 않을까?
1672	3	너가 어떻게 키우냐? 너 스스로도 못 키우는데?
1673	0	치. 그건 오빠도 똑같잖아.
1674	3	그러니까, 어른 되기 전엔 못 키워.
1675	4	"근데 얘 너무 불쌍해….        	오늘 지나면 안락사 시킨대."
1676	5	진짜..?
1677	4	응. 불쌍하지. 내가 가서 데려오고 싶다. 너무 귀여운데.
1678	2	너 혼자 어떻게 가. 여기 엄청 멀거 아니야.
1679	7	오빠가 같이 가면 되지.
1680	3	난 안 돼.
1681	7	우리 고양이 이름 뭐로 하지?
1682	1	순대 어때?
1683	6	뭐? 순대? 그게 뭐야. 이상해.
1684	7	왜. 귀엽지 않냐? 이순대.
1685	6	먹는 거잖아. 왜 고양이 이름을 먹는 걸로 지어?
1686	7	원래 먹는 걸로 지어야 오래 사는 거야.         찹쌀이 맵쌀이 이렇게도 짓는데.
1687	6	그게 뭐야. 이상해.
1688	1	그럼 너는 뭘로 짓고 싶은데?
1689	7	나는….. 헨리나 마르셍.
1690	1	그건 뭐냐.
1691	7	외국 이름이 너무 예쁘지 않아?
1692	6	아무 뜻도 없고. 별론데?
1693	6	치. 오빠꺼보단 낫거든?
1694	7	아니면, 얘가 까만색이니까 초코는 어때?
1695	6	초코…? 그것도 먹는거잖아.
1696	1	야, 초콜렛 색깔이라는 뜻이지.
1697	7	그래. 그럼 초코로 하자!
1698	5	오빠, 오늘 뭐 먹어?
1699	1	몰라. 엄마가 아까 곰국 끓여놨다고 그거 먹으랬는데.
1700	6	으 나 곰국 싫은데.
1701	5	왜? 엄마가 자주 해주잖아.
1702	6	그래서 질려. 다른거 없나?
1703	7	다른 건 없을텐데…. 요즘 엄마 엄청 바빠가지고.        아니면 뭐 시켜먹을래?
1704	5	뭐?
1705	7	치킨이나 피자.
1706	6	그거 살찌는데. 나 살 빼야 돼.
1707	6	아 그럼 뭐 먹게.
1708	6	그냥 굶을래.
1709	2	안 돼. 엄마한테 혼나. 뭐라도 먹어야지.
1710	7	아니면, 곰국에 라면 끓여먹어도 되나?
1711	7	라면? 야 그게 더 살찌겠다.
1712	3	반 개만 먹으면 되지.
1713	7	알았어. 그럼 내가 끓여줄게.
1714	4	 오빠… 나는 엄마 딸이 아닌가봐.
1715	4	야, 뭘 그런걸 가지고 그래.       나는 저번에 훨씬 더 크게 혼났어.
1716	4	그래도. 오빠한테는 밥 줬잖아.       엄마가 나보고 밥 먹지 말래 오늘.
1717	6	그거야 너가 자꾸 편식하고 거짓말 하니까 그렇지.        그래서 벌로, 밥 먹지 말라고 하신 거 아니야.
1718	6	그치만…. 어떻게 딸을 굶길 수가 있어?      진짜 마녀 아니야?
1719	3	너가 잘못한거는 생각 안 하냐?
1720	6	치… 오빠는 완전 엄마 편이네.
1721	1	 자.
1722	5	이게 뭐야?
1723	4	밥 못 먹으니까 과자라도 먹어.
1724	7	 뭐야…. 고마워.
1725	2	뭘 이 정도 가지고. 대신 너, 먹은거 티내면 안 돼.      과자 봉지도 가방에 잘 숨겨야 돼. 알았지?
1726	6	알지 알지. 아 근데 이렇게까지 해야 되나?
1727	6	그러니까 담부터 당근 버리지 마.
1728	6	그치만 당근 너무 싫단 말이야.
1729	3	그렇다고, 당근만 모아서 하수구에 버리면 어떡하냐?
1730	1	뭐보지?
1731	1	나는 <블랙 배틀>. 너는?
1732	5	그게 무슨 내용인데?
1733	7	전쟁 영화야. 막 총 쏘고, 사람들 엄청 죽는 거 나와.
1734	6	으악. 나는 그런거 보기 싫어.
1735	7	그래. 그럼 따로 보자.
1736	2	그치만…. 혼자 보기 무서운데.
1737	3	야 너는 무슨 영화도 혼자 못 보냐.
1738	6	난 아직 애란 말이야!
1739	1	알았어 그럼. 뭐 보고 싶은데?
1740	1	나는 <다이너소어 어드벤처>.
1741	3	으아…. 제목만 들어도 노잼인데?
1742	7	애니메이션인데, 이번에 상도 받았대!        애들이 엄청 재밌다고 그랬는데.
1743	1	그냥 따로 보자.
1744	2	싫어…. 엄마한테 이를거야?
1745	1	알았다 알았어. 그럼 너랑 같이 보고,        나는 <블랙 배틀> 보고 집에 갈래.
1746	6	그럼 나는 그동안 뭐해?
1747	3	너 집에도 혼자 못 가냐?
1748	6	당연한 거 아니야? 거기 완전 복잡하단 말이야.
1749	5	말은 이렇게 잘 하면서.
1750	4	 오빠…엄마 아빠 이혼하면 어떡해?
1751	6	그게 무슨 말이야?
1752	4	아까… 엄마 아빠. 방에서 엄청 싸웠어.
1753	5	진짜? 왜?
1754	4	자세히는 모르는데. 아빠가 뭘 잘못한 것 같애.       엄마가 막 소리 엄청 지르고, 뭐 던지고 그랬어.        이혼하자고 그러고.
1755	4	진짜? 헐….. 왜 그러지.
1756	2	엄마 아빠 이혼하면 어떡해? 그럼 우린 어떻게 해야 돼?
1757	4	그럼… 누구 한 명을 따라가야겠지?
1758	4	오빠는 누구 따라갈거야?
1759	4	나는….엄마.
1760	6	헐 나도 엄마 따라갈건데. 오빠는 아빠 따라가면 안 돼?      오빠는 같은 남자잖아.
1761	6	그게 무슨 말이야? 나도 엄마가 더 좋단 말이야.
1762	4	그치만 그럼 아빠만 외롭잖아.
1763	6	아빠는 혼자라서 더 좋으실걸? 새출발 하실 수도 있고.
1764	1	그런가?
1765	6	그렇다니까?
1766	0	"	저게 뭐야? 왜 면 먼저 삶았어? 	면이 떡이 됐네. 달걀 먼저 삶고 면을 삶아야지. 	면을 먼저 삶으면 어떡해?"
1767	7	"	어? 그러네. 대신에 면이 불어서 양이 더 많아졌어. 	우리 배부르게 먹을 수 있겠다."
1768	6	… 달걀은 얼마나 남았어?
1769	7	냄비에 방금 넣어서, 15분?
1770	6	15분? 그럼 면 더 불겠네.
1771	7	"	그럼 이거 면 버리고 다시 할까?"
1772	3	아깝게 뭘 그렇게 해. 됐어. 그냥 먹어.
1773	7	"	다시 할게. 다시 해서 먹자. 내가 미안해."
1774	0	"너는 뭐가 그렇게 맨날 미안해? 	왜 그렇게 미안해. 	면 먼저 삶을 수도 있지. 뭘 내 눈치를 그렇게 봐."
1775	7	니가 속상하면 싫잖아. 그래서 그래. 면 다시 삶을게.
1776	7	됐어. 그냥 먹을게. 고마워 요리 해줘서.
1777	7	"아니야. 면 다시 삶을게. 	새로 해서 먹자."
1778	6	"면 다시 하면 나 안 먹을거야. 	그냥 원래 있는걸로 먹어."
1779	7	야아아아 그게 뭐야.
1780	6	나 이제 그만 먹을래.
1781	6	"	그래? 그래 그럼. 내가 정리할게. 가서 일 하고 있어."
1782	6	"아니야, 내가 할게. 오빠가 요리 했잖아. 	내가 할게. 앉아있어."
1783	6	아니야. 내가 할게. 나 마음이 불편해.
1784	6	"오빠가 마음이 불편할 게 뭐가 있어? 왜 불편해. 	됐어 앉아있어."
1785	6	음식물 쓰레기 많이 나왔다…그치?
1786	4	"	미안해. 내가 요즘 속 트러블이 좀 있잖아. 	많이 먹으면 계속 체하고, 설사하고 그러는 거 알잖아."
1787	7	"알지. 괜찮아. 		에이, 아까 니 말 듣지 말고, 그냥 면 새로 할걸…	내가 면 새로 했어도 먹었을거지?"
1788	7	"	니가 했는데, 내가 어떻게 안 먹냐? 당연히 먹지."
1789	7	그러면 면 다시 삶을걸. 괜히 니 말 들었다.
1790	7	"나 진짜로 맛있게 먹었어. 괜찮아. 	그냥 요즘 속이 안 좋은 걸 어떡해? 	안 불은 면이었어도, 아마 나 많이 못 먹었을걸? 	요즘 그냥 밀가루가 좀 안 받아. 	속 안 좋을 때 밀가루 먹으면 어떤지 알잖아."
1791	7	알았어. 그럼 올라가서 쉬어.
1792	7	아니야. 내가 정리 한다니까?
1793	7	"너 이따가 7시까지 마감 있잖아. 내가 할게. 	빨리 가서 너 일 하고 있어."
1794	7	알았어 그러면. 고마워.
1795	7	" 	아직 멀었어?"
1796	7	아니 거의 다 했어. 이제 10분이면 끝날 것 같아.
1797	7	그래? 아쉽다.
1798	7	 왜?
1799	7	지금 되게 좋았는데.
1800	7	왜? 나 일하는 모습이 그렇게 예뻐 보였냐?
1801	7	응 그것도 그렇고.
1802	7	또 뭐가 있는데?
1803	7	"그냥. 너는 니 할 일 하고, 나는 내 할 일하고, 	이러는 게 참 좋아서. 같이 또 따로, 뭐 그런 느낌?"
1804	7	"나도 이런 거 좋아. 우리 처음 만나기 시작했을 때는 	서로 할 일을 못했었잖아. 	요즘에는 그래도 각자 일에 조금씩 집중할 수 있는 것 같아서 	좋은 것 같아."
1805	7	"	사실 나는 아직도 집중이 잘 안돼."
1806	7	 뭐야 느끼하게.
1807	7	" 너 일할 때 진짜 섹시한 거 알아? 	너도 알지? 모를 리 없지. 이렇게 섹시한데."
1808	7	 자기야아아~~~ 나 왔다.
1809	7	         왔어? 오늘 하루는 어땠어? 농땡이 많이 피웠어?
1810	7	농땡이 엄청 피웠지. 일 엄청 설렁설렁 했어!
1811	7	" 어이구, 잘했다! 	일 절대로 열심히 하면 안돼? 	아주 싹싹 뽑아먹어. 막 일 못하는 척 하고 그래!"
1812	7	당연하지! 이미 그러고 있지!
1813	7	잘하고 있다! 그래서, 오늘은 뭐 재밌는 일 없었어?
1814	7	" 	재밌는 일? 재밌는 일이 뭐가 있었지? 	 아 맞다! 	나랑 같이 일하는 재민이형 알지?"
1815	7	"재민이형? 재민이형이 누구지? 	 아...! 그 프랑스에 있는, 여자친구랑 장거리 연애하는 사람?"
1816	7	"응! 그 형! 그 형이 여자친구랑 	하루에 한 번? 아니면 두 번씩! 한 시간 정도, 영상통화를 한대."
1817	5	매일매일?
1818	7	응! 매일매일.
1819	4	매일매일 그러려면 그것도 진짜 일이겠다.
1820	6	응. 근데 그걸 지금 2년 째 하고 있대.
1821	5	"2년이나? 진짜 대단하다. 	매일 통화는 그렇게 하고, 만나는 건 언제 만난대?"
1822	7	작년에는 두 번 만났고, 올해는 한 번 만났대.
1823	5	"와…진짜? 그럼 일 년에 한 번 정도밖에 못 만나는거야? 	맨날 영상통화만 하고? 만지지도 못하고?"
1824	7	그런거지.
1825	6	"	난 절대 그렇게 못해. 그게 무슨 연애야. 	펜팔이지."
1826	7	그런가? 근데 재민이 형은 되게 잘 지내는 것 같은데.
1827	6	뭐 그 사람은 그럴 수도 있겠지. 근데 나는 못해.
1828	7	 만약에 나랑 떨어져서 지내야 된다고 하면은?
1829	6	"에이, 우리는 다르지. 우리가 같이한 시간이 얼만데, 	그리고 같이 산 시간이 얼만데. 	재민이형은 처음부터 장거리였던 거 아니야?"
1830	7	아니야. 처음에 한국에서 만났대. 두 달은 한국에서 같이 지냈나봐.
1831	6	"두 달이랑, 이 년이랑 같아? 우리가 같이 산 것만 이 년이고, 	만난 건 삼 년도 넘었는데."
1832	7	그런가?
1833	6	"그럼 당연하지. 오래 만나다가 떨어지는 거랑, 	처음부터 오래 떨어져 있는 거랑은 다르지."
1834	7	그게 그렇게 다른가?
1835	6	그럼 당연히 다르지. 일단 서로에 대한 믿음이 다르잖아.
1836	7	누군가랑 이 년정도를 만나면, 그 사람을 정말 알게 되는 느낌이 드는 것 같아.
1837	7	어떻게?
1838	7	"사 계절을 함께 보내고, 또 한 번의 사계절을 보내면, 	뭔가 그 사람에 대해 진짜로 알게 되는 것 같은 느낌? 	 두 바퀴?"
1839	7	 그럼 나는 어떤 사람인데?
1840	7	" 좋은 사람. 	엄청 좋은 사람."
1841	7	"에이. 나 그렇게 좋은 사람 아닌데. 나 너한테만 잘해주는거야. 	내가 너 좋아하니까."
1842	7	그러니까 좋은 사람이지.        나한테 이보다 더 좋은 사람이 있을 수가 있나?
1843	7	일은 다 했어?
1844	7	"응 지금 메일만 보내면 돼. 잠깐만 	 보냈다."
1845	7	그럼 이제 나랑 놀자!
1846	4	나 근데 책 읽고 싶은데, 저번주에 샀던 거 아직 펴지도 못했어.
1847	7	 그래? 그럼 나도 내 할 일 할게.
1848	7	 안녕하세요.
1849	7	날씨가 많이 덥죠?
1850	6	 네 많이 덥네요.
1851	7	저는 옆 방에 이사 왔어요.
1852	6	"네. 정현씨한테 들었어요. 아까 보니까 짐이 많이 없으시던데, 	잠깐만 지내시는 거에요?"
1853	7	"아.. 아니요. 그게 아니라 원래 짐이 별로 없어요. 	이사를 많이 다니다 보니까 짐이 많으면 불편하더라구요."
1854	6	아…그러시구나.
1855	2	 아! 혹시 성함이 어떻게 되세요?
1856	6	저 이준영이에요. 성함이 어떻게 되세요?
1857	7	"저는 김재인이요.  반갑습니다. 	 혹시 식사 하셨어요?"
1858	6	아…아직이요.
1859	7	저 치킨 시켜 먹을건데, 혹시 드실래요?
1860	6	" 	예 그러죠 뭐."
1861	7	아까 얼마 나왔죠?
1862	7	" 아 아니에요! 	신경쓰지 마세요. 오늘은 제가 살게요. 	제가 오늘 처음 들어 왔잖아요. 	떡 돌린거다~ 라고 생각해주세요."
1863	7	아니에요. 드릴게요. 만 팔 천원 나온 거 맞나요?
1864	4	아..네.
1865	7	계좌 알려주세요. 보내드릴게요.
1866	6	아 진짜 괜찮은데.
1867	6	알려주세요. 보내드릴게요.
1868	7	아 그럼 문자로 계좌 넣어드릴게요.
1869	7	그러실래요?  그럼 번호 주세요.
1870	7	"	여기요."
1871	7	"	넵. 보냈어요."
1872	7	"	네. 받았습니다. 감사합니다."
1873	7	덕분에 오랜만에 치킨 먹었네요.
1874	5	원래 치킨 자주 안 드세요?
1875	6	"원래 집에서 해 먹는 걸 좋아해서요. 	바깥 음식이 간이 세기도 하고. 비싸기도 하구요."
1876	7	아~ 원래 간을 슴슴하게 드시는 걸 좋아하세요?
1877	7	네. 혼자 요리하면 간 하나도 안 해요.
1878	5	소금 후추 간도 안해요?
1879	6	"소금은 가끔씩? 후추는 향이 세서 별로 안 좋아해요. 	냄새 잡을 때는 주로 바질 많이 쓰구요."
1880	7	"와…그럼 패스트푸드는 원래 별로 안 드세요? 	치킨, 피자, 햄버거 같은거요."
1881	7	"네 원래 거의 안 먹어요. 일 년에 한 번? 두 번? 	정도 먹는 것 같아요."
1882	7	"저랑 완전히 정 반대시네요. 저는 일주일에 햄버거 두 번, 	치킨 한 번, 피자 한 번 먹는데. 	패스트푸드 엄청 좋아하거든요. 자극적인 것도 좋아하고."
1883	6	"	전 사실 술도 자주 안 마셔요."
1884	5	아 진짜요? 전 맨날 마시는데….
1885	7	"옛날에 많이 마셨더니, 요즘에는 좀 재미 없더라구요. 	술자리도 별로 재미 없는 것 같고."
1886	7	 저 그럼 지금 엄청 영광이네요?
1887	7	 자주 있는 일은 아니죠.
1888	7	 호옥시 그럼 맥주는 에일 좋아하세요? 아니면 라거 좋아하세요?
1889	7	전 라거요.
1890	7	"뭔가 그럴 것 같았어요. 에일 안 좋아할 것 같았어~ 	저는 에일 좋아하거든요."
1891	6	이상하단 말이야.
1892	7	뭐가 이상해. 그냥 너 평소 하는 것처럼 들이대.
1893	6	"나 평소 하는 것처럼 들이대고 있지. 	근데 반응이 뭔가 좀 미적지근해. 잘 모르겠어. 	내가 삼십 대는 안 만나봐서 그런가? 	삼십 대의 연애는 뭐가 좀 달라? 오빠가 보기에는 어때?"
1894	6	내가 봤을 때는 너한테 관심 있는 것 같은데?
1895	7	그래? 어떤 점에서?
1896	6	"저번에 지하철 역까지 너 데릴러 나왔다며. 	관심 없으면 왜 데리러 나오냐?"
1897	6	"인간적으로다가, 그냥 친구로서 나를 좋아하는 걸 수도 있잖아. 	옆 방 사는 인간적으로 좋아하는 친구가 밤 늦게 들어온다고 하면 	걱정돼서 나올 수도 있지."
1898	7	에이. 절대 안 그래. 누가 너 들어오는 시간을 기억했다가, 마중 나가냐? 그건 백 퍼 너한테 관심 있다는거야.
1899	4	"아…그게 아니라, 내가 나와 달라고 했는데. 	나 술 마셨다고, 술 취했다고, 집 가는 골목 무서우니까 	나와달라고 그랬어."
1900	7	뭐야. 이미 엄청 들이 댔구만.
1901	6	"내 성격이 그런 걸 어떡해. 난 왜 좋으면 좋은대로, 	안 좋으면 안 좋은대로 얼굴이랑 행동에 다 들어날까. 	진짜 문제야. 나중에 사회생활 어떻게 해? 	어떡해? 나 너무 많이 들이댄 것 같아?"
1902	6	야, 니가 들이대는 게 한 두번이냐?
1903	4	그래서어~ 나한테 관심 있는 것 같아, 아닌 것 같아?
1904	1	"니가 불러낸거면…… 관심있는 게 아닐 수도 있는 것 같은데? 	그건 진짜. 친구로서, 호감으로도 가능한 일이다."
1905	4	그치… 에이씨. 같은 집에 살아야 되는데 너무 들이댔나?
1906	7	 어색해지면 진짜 웃기겠다.
1907	4	"근데 어색해져도 그냥 그 집 살아야 돼.	서울에 그 가격에 그런 집 없어. 	다른 셰어하우스 가격 봤어? 무슨 이 인실인데 사 십만원씩 해."
1908	1	그럼 그냥 원룸 들어가.
1909	4	 내가 보증금이 어딨어.
1910	1	대출 받아 임마. 대출 받으면 되지. 햇살론 이런거.
1911	1	"빚은 다 마음에 짐이 됩니다. 그냥 내 분수에 맞게 사는거지. 	그리고 지금 지내는 곳 좋다니까?"
1912	6	"빚 없이 시작 하는 사람이 어딨냐? 	전세를 가든, 집을 사든 다 빚이지."
1913	6	"다 그런데, 나는 마음이 불편하다고. 	갚을 수 있을지 없을지도 모르겠고. 	나는 몸과 마음이 다 가벼운 게 좋아. 빚 없이!"
1914	1	그래. 니 맘대로 해라.
1915	1	그래서, 이 사람 아니야?
1916	1	나도 잘 모르겠는데? 맞는지 아닌지.
1917	6	아 진짜 헷갈리게 한다니까. 맞는건지 아닌지.
1918	7	"	재밌어?"
1919	5	"	응?"
1920	7	 재밌어?
1921	1	"	어? 잠깐만. 나 멀티가...	 어 재밌네. 생각보다 재밌어."
1922	1	무슨 내용이야? 소설이야?
1923	1	"아니 소설은 아니고. 뭐라고 해야되지? 	공학 책? 컴퓨터에도 마음이 있는지 묻는 책이야."
1924	5	컴퓨터에 마음?
1925	1	"응. 이제 AI가 사람을 분석하잖아. 	사람의 말투 표정같은 걸로 감정을 분석하고,	거기에 반응을 하잖아."
1926	1	" 그렇지. 	가까워지고 있지."
1927	1	"그런 내용이야. 사람과 AI가 상호로 커뮤니케이션을 	할 수 있다는 가정하에, AI에게도 마음이 있나."
1928	7	재밌겠다.
1929	1	"응. 재밌네. 무슨 미래세계에 대해 읽는 것 같고, 	가까운 디스토피아가 될 것 같고 그래. 	"
1930	7	 재인아.
1931	5	 응?
1932	7	산책 갈래?
1933	5	산책? 언제? 지금?
1934	7	응 지금.
1935	6	어… 나 이거 조금만 더 읽으면 안돼?
1936	6	" 	가자아. 우리 같이 산책 안 간지 오래 됐잖아."
1937	1	그러게. 좀 된 것 같네. 그래 가자.
1938	7	그래. 내가 초코우유도 사줄게.
1939	1	"그래. 가자. 	어느 쪽으로 돌까? 	저기 얼마 전에 공사 마친, 공원 한 번 가볼까?"
1940	7	그래. 신난다! 오랜만에 같이 걷네?
1941	7	산책만 같이 안 했지, 다른 건 다 같이 하잖아.
1942	7	그래도! 같이 걷는건 또 다르지.
1943	1	"맞아! 가자!  	"
1944	4	"이제 날씨가 꽤 쌀쌀해졌어. 	언제 이렇게 됐대?"
1945	1	원래 계절이 서서히 찾아오는 게 아니라 한 번에 찾아오잖아. 전날은 다른 계절이었는데, 다음 날 딱.
1946	1	"맞아. 그 때 기억나? 	우리 만난 지 얼마 안됐을 때?"
1947	1	셰어하우스에서?
1948	1	응. 특별할 게 없는데, 나는 그 날이 그렇게 기억이 나더라.
1949	5	어떤 날?
1950	1	"나 그 집 들어간지 얼마 안 됐을 땐데, 	아침에 일어나서 거실로 나갔는데, 왜 거실에 그 엄청 큰 창문 있었잖아. 	그 창문이 반 쯤 열려 있었거든?"
1951	5	그런데?
1952	7	"그 사이로 바람이 불어오는데, 가을인거야. 	분명 전 날까지는 여름이었는데. 하늘도 공기 냄새도. 	그냥 자고 일어났는데 가을이 됐어."
1953	1	그치. 그 공기 냄새가 바뀌는 게. 그게 어느 날 그렇게 되지.
1954	7	"살짝 쌀쌀한 공기가 좋아서 창 앞에 그냥 앉아 있는데, 	오빠가 방에서 나왔다?"
1955	5	내가 그랬어?
1956	7	 응. 자다 깨 가지고, 머리 다 까치집해서.
1957	7	아이 창피하게.
1958	1	"뭐가 챙피해. 	우리 서로 아침에 까치집 튼 거 본 게 하루 이틀도 아니고."
1959	4	"지금이야 그렇지. 	그 때는…. 너한테 잘 보이고 싶어할 때였단 말이야."
1960	4	 어이구~ 그랬어요~? 난 그 때 니가 나한테 관심 없는 줄 알았는데.
1961	1	"무슨 소리야. 나 너한테 첫 눈에 반했는데. 	나 처음 봤을 때부터 너한테 관심 진짜 많았었어."
1962	1	"	아 거짓말 좀 치지마. 이미 서로 다 얘기 했었잖아. 	처음 만났을 때 서로한테 관심 하나도 없었다고. 	너 나한테 관심 진짜 하나도 없었거든? 	너 그 때 전 여친 못 잊어서, 밤마다 베개를 눈물로 적시던 시절이었잖아. 	기억 안나?"
1963	4	내가 잘못 했어.
1964	7	잘못 했지?
1965	4	잘못했어 내가.
1966	1	뭘 잘못했어?
1967	2	전여친 생각한거.
1968	6	"아니 그거 말고! 거짓말친거! 	처음부터 관심 있었던 척 하지 말라고!"
1969	6	근데 진짜 처음부터 관심 있었다니까?
1970	6	다 끝난 얘기 가지고 왜 이러실까?
1971	1	진짜니까 그렇지.
1972	6	"지금 기억이 한참 왜곡되고 있는 것 같은데요. 	왜 말씀 하실 때마다 우리의 첫 만남이 달라지는 거죠?"
1973	7	원래 기억은 왜곡되는거야.
1974	1	"알았다. 알았어. 	나한테 처음부터 관심 있었던 걸로 하자."
1975	4	그렇다니까~
1976	5	"알겠어. 	어? 저거 봐봐. 저 사람들 싸운다."
1977	5	그러게? 부부인가?
1978	1	"모르겠어. 부부는 아닌 것 같은데. 	이웃인가? 뭐지? 층간소음 때문에 싸우는 건가?"
1979	2	그러게 무슨 얘기 하는거지?
1980	6	"	이 아저씨야. 여기 길바닥에 담배꽁초를 막 버리면 어떡하나?"
1981	6	"	아니! 나 아니야. 그리고 내가 꽁초를 여기 버리던 말던 당신이 무슨 상관이야! 그냥 가던 길이나 가슈!"
1982	0	"우리 집 앞이니까 내가 상관이 있지. 	아저씨 맨날 이 앞에서 담배피지? 	이 시간대에 담배 연기가 맨날 집에 들어온다구! 	이제 보니까 아저씨였구만!"
1983	6	"무슨 소리야. 난 오늘 여기 처음 지나 가는데. 	그리고 나 아니라니까? 나는 담배를 안 펴요."
1984	0	"우리 집에는 담배를 피는 사람이 없다고! 	다들 담배 연기에 아주 예민해요"
1985	6	아니 내가 아니라니까 그러네.
1986	3	인생 그렇게 살지 마슈. 아주 그냥 멀쩡하게 생긴 양반이.
1987	0	"이 아줌마가 보자보자 하니까? 	내가 아니라는데! 왜 자꾸 그러나? 	내가 담배꽁초 버리는 거 아줌마가 봤어? 봤냐고?"
1988	6	봤다! 방금 버리는 거 내가 다 봤구만. 왜 자꾸 발뺌이야?
1989	0	아니 근데 이 사람이! 언제 봤다고 반말이야?
1990	3	허이쿠 참. 아저씨는 아까부터 반말 했잖아요!
1991	6	그거야 딱 봐도 내가 아줌마보다 나이가 많으니까 그렇지!
1992	0	그걸 어떻게 보고 아나? 민증 까! 민증 까자고!
1993	1	" 	아니 근데 저 나이 때 사람들이 민증 까라는 얘기를 할까?"
1994	6	모르지 뭐. 내가 어떻게 알아. 나도 몰라.
1995	5	" 어? 저거 봐봐. 아줌마가 아저씨 잡았다. 	대박대박."
1996	5	오 아저씨 빡친 것 같은데?
1997	5	오오 아줌마가 아저씨 때릴 것 같은데? 뭐야?
1998	5	아저씨도 아줌마 잡았다 대박! 뭐 큰 일 나는 거 아니야?
1999	5	"	뭐야."
2000	5	"	둘이 왜 갑자기 키스해?"
2001	5	싸우던 거 아니었어?
2002	1	아니었나봐.
2003	1	아니면 싸우다가 키스? 화해의 키스?
2004	6	" 	오우야, 진하다."
2005	4	"격렬한데? 	나도 저 나이 때 저렇게 격렬하게 길가에서 키스할 수 있을까? 	열정적으로다가."
2006	7	너 하기 나름 아닐까?
2007	6	"	근데 둘이 막 불륜 이런 거 아니야? 	오래된 부부가 저렇게 격정 키스를 할 수 있나?"
