	Unnamed: 0	multimodal_emotion	text_script
19791	586	3	멍청한 짓 좀 하지마.
19792	78636	2	그럼 어떡해요.  진짜 아무 때나 부르면 어떡해.
19793	53610	6	어휴. 아무튼 그 극성맞은 엄마들이 문제야. 애들이 나가서 뛰어놀고 해야지.             맨날 학원에 과외에 시험에.
19794	8588	3	내가 집에 맨날 같이 있는데 못 봤거든?
19795	9056	5	너 양평 산다고 하지 않았어?
19796	6287	3	그래도 가야 하지 않을까요?
19797	22677	2	오래되긴 했어. 한 20년?
19798	55712	7	네. 1주년...
19799	37659	4	앞으로 힘든일이 더 많을거에요... 어머님이 강해지셔야 아이도 강해질 수 있어요.. 마음 단단히 먹으셔야 해요…
19800	4729	0	그래도 일하는데 와서 이러는 건 내가 너무 불편해
19801	44374	1	축하해. 복학은 언제 해?
19802	36268	4	너무 비싸서요… 제가 지금 삼천 원 밖에 없거든요…
19803	63974	5	누구지?
19804	45481	0	아빠는 어딨는지도 몰라요. 아 어쨌든 나는 몰라요. 모른다고요.
19805	56165	7	 조용히 해 임마 아버지 거실에 계셔.
19806	9806	5	카메라는 갑자기 왜 사려고? 집에 있잖아. 카메라.
19807	58959	5	"어. 팬클럽 가입하면 무슨 사인회도 갈 수 있고, 	 응원 봉도, 준대."
19808	18633	1	그래? 그럼 내가 이모 회사 주변 맛집 리스트 만들어 줄게. 그 리스트대로만 먹어. 알았지?
19809	64290	0	"아이 참. 알았다니까. 아빠 빨리 나가요.	 나 진짜 늦게 생겼어."
19810	53404	2	제가 짰는데요. 그 저번 주에 원장쌤 보여드리고 결제 받았는데?
19811	17713	3	물냉면… 진짜 맛 없어.
19812	73185	7	니가 속상하면 싫잖아. 그래서 그래. 면 다시 삶을게.
19813	44972	0	그럴거면 밖에서 데이트 왜 하는건데?
19814	79278	2	회사는 잠깐 쉴려고.
19815	631	3	 서비스업 5년이면 이렇게 된다.
19816	47320	0	다음부터는 데려오지 마. 알았지?
19817	77859	2	평생 일만 해도 못 모을 수도 있어.
19818	75998	6	지금부터 시-작!
19819	39393	0	 왜 자꾸 거짓말하세요. 다 아는데!
19820	66464	4	아… 20프로가 더 올랐네요.
19821	30348	1	근데 너는? 너는 운동 못 하잖아.
19822	3707	4	일단 기다려 보자.
19823	70222	3	엄마한테는 숙제 했다고 했지 너?
19824	9115	6	어. 자꾸 무네.
19825	72115	7	아아, 알았어! 선생님이 있다 가져다줄게.
19826	49087	7	그래요. 전화 빨리 해야 돼. 아까 오전에 본 학생도 엄청 마음에 들어했어.
19827	45716	0	 아 어제 모기 있어가지고 4시까지 못 잤다고.
19828	46771	0	인사 좀 안 할 수도 있지.
19829	21970	2	근데 그렇게 쌌어? 안심 800 그램이 어떻게 만 오천 원 밖에 안했지?
19830	73251	7	"에이. 나 그렇게 좋은 사람 아닌데. 나 너한테만 잘해주는거야. 	내가 너 좋아하니까."
19831	29281	7	너 요즘 이튜버들 알지?
19832	2094	3	한 달 간은 자차 사용 가능하지 않아요?
19833	49066	7	이게 상황버섯 추출물이 들어간 영양제인데요. 상황버섯 추출물 뿐만이 아니고 하루에 먹어야 하는 필수 비타민이 다 포함된, 아주 편리한 제품이에요.
19834	15820	1	CCTV 달기를 진짜 잘했지 뭐... 일하는 공간 쪽으로도 다는 게 비용 문제도 그렇고 좀 찝찝했는데...
19835	59911	3	성호는 만나는 애 없대?
19836	45592	1	그냥, 그냥 그렇게 해주세요.
19837	66229	0	나 때는 사전을 달달달달 외웠어요.
19838	50704	0	알겠어.
19839	10609	7	안돼.
19840	12751	4	근데 전에 상담칼럼 보니까 나랑 똑같이 고민하는 부모가 직접 게임을 하면서 아이와 대화시간을 늘려가다보니까 게임중독이 고쳐졌다는거야.
19841	49887	7	우와, 무슨 꿈인데?
19842	48567	7	오늘 메뉴 뭔 줄 아세요?
19843	16719	1	작년에 어깨 수술을 했어? 아니, 왜?
19844	7701	0	전화도 안 받네. 이거 큰 일 났다. 야.
19845	52490	3	응 안빌려줘.
19846	46249	1	너 방 동생 공부방으로 좀 쓰게.
19847	76902	2	"아...예진씨 오면 같이 말하려고 했는데.	 응. 아저씨 오늘 나윤이한테 허락받으러 온 거야."
19848	70449	3	"하여간, 못된 거는 아주 순식간에 캐치하는구만. 	 너 그런 거 따라하지마!"
19849	16001	3	쥐? 아파트에 왠 쥐야.
19850	78414	6	"레벨이 안 맞아? 	다른 반으로 옮겨볼까?"
19851	39486	0	야 더럽게 무식하면 아가리나 여물고 있어.
19852	53676	2	맞습니다. 저도 운동 좀 해야 될텐데.
19853	18771	4	어? 이게 누구야? 이팀장이 좋아하는 우리 이모 아니야?
19854	77866	6	너 오늘 학교에서 누구랑 싸웠어?
19855	6819	4	난 가난뱅이는 되기 싫단 말이야.
19856	14510	1	왜?
19857	40056	2	죄송합니다. 교수님.
19858	38543	4	저도 이 일, 오래 못할 거 같아요. 매번.. 새우잠 자고, 밥도 제대로 못 챙겨먹고..
19859	71728	7	음… 나는 스위스가 엄청 좋았어.       내가 갔을 때, 눈이 엄청 내렸거든. 그래서 버스에 갇혀서      한참동안 앞으로 못 갔었어. 근데 그 시간이 너무 좋더라.
19860	54887	6	너 혹시 새 신발 갖고 싶어서 거짓말 치는 거 아니야?
19861	50992	0	"아니, 건조대에 올려 놨으면, 먼지 안 쌓이게 덮개를 덮어놔야지,	 그냥 공기 중에 헤벌레, 펼쳐 놓으면 되겠어 그게?"
19862	18875	7	오~ 이젠 이모한테 소리지르기 까지 할 수 있네. 너는 동시에 정말 많은 일을 할 수 있구나.. 넌 꼭 요리사가 되어야겠다!
19863	54183	6	그냥. 뭔가 따뜻하고 맛있는거.
19864	45782	5	아니.
19865	37962	0	너가 사람새끼냐?
19866	55563	6	위급상황에서 쓰라고 줬던 신용카드요?
19867	27664	3	꼴랑 그 전세자금 조금 보태 준 걸로, 지금 나 겁박하는 거야?
19868	9438	6	운명이 아닌 거지 우린.
19869	67925	6	저라고 하고 싶어서 시작했겠어요?중학생이라고 다 안 써준다잖아요.편의점에서도 퇴짜맞고.
19870	35534	4	지금도 친구 없는데 가면 친구 새로 사귄다고? 내가? 나는 중학생 되면 친구 더 없을 것 같은데.
19871	10881	7	삼촌 나 삼촌 안경 써 봐도 돼?
19872	40117	2	네?
19873	12345	1	내면의 변화가 스토리다?
19874	67084	3	야, 너가 그렇게 산다고 누가 알아준대?        그 돈 아껴서 승아 맛있는 거나 사줘.
19875	54939	7	응 그거 진짜 재밌어. 이번에 시즌 파이브 했는데 너무 재밌어 가지고 시즌 원부터 포까지 다운 받아 놨잖아.
19876	17128	0	이번에는 투표를 똑바로 해야지. 그래, 안 그래?
19877	58710	4	그건 다 좋아서 그런거잖아요.
19878	77367	6	어제 팔 때리고, 발로 차고 그랬어.
19879	34596	4	응. 이상철.
19880	11433	3	침해? 니가 학교에서 분위기 흐리면? 다른 애들 권리 침해하는거 아니야?
19881	76596	6	개꿈 아닌데. 공룡 꿈인데..!
19882	76662	2	엄마랑 결혼? 갑자기 그건 왜?
19883	19232	7	잘했다. 마음은 좀 풀렸어?
19884	50365	7	 나 돈 좀…
19885	75163	6	또 깜빡 하신거에요?
19886	75981	6	"안돼. 첫째로 니가 다칠까봐 안되고, 	 둘째로 내 킥순이가 다칠까봐 안돼."
19887	33583	4	그게 무슨 소리야?
19888	5799	4	핸드폰이 꺼져있으면 엄마도 걱정하시겠네요..
19889	67968	2	아니… 나 친구들이랑 다음 달에 여행 가기로 해서.
19890	76420	6	 선생님 공부하기 싫어요.
19891	824	6	…대학원 다녀요.
19892	74542	7	아, 네.        음 그럼 첫 질문은, 좀 가볍게 시작할까요?
19893	61296	5	뭐?
19894	5953	5	 음음 그죠.
19895	50385	0	 어쩐지 요즘 자꾸 거울을 보더라니. 너 저번에 인터넷으로 옷 잔뜩 주문한 것도 걔 때문이지? 으이그. 한참 공부할 땐데.
19896	67459	4	내가?  별로 인기 없어.
19897	13201	4	그게… 우리 세대 남자들이 그렇게 하는 법을 어디 아나? 누가 가르쳐줬어야지.
19898	9192	6	그런 사람, 진짜 있구나.
19899	36703	0	선산에 있는 동물들은 다 조상님 덕 보는 영물들이니까! 다신 그런 짓 하지 말아라.
19900	4000	4	그러게요 정말 부끄럽네요..  아 이번에 회사에서 불우 이웃 성금을 모으던데 거기에 돈을 좀 보태야 겠어요
19901	50431	3	 예예. 알~겠습니다. 다음부터 조~심하겠습니다아.
19902	48755	2	손님, 무슨 말씀을 하시는지 잘 모르겠는데요.
19903	39869	5	헐… 저는 전직 모델이라고만 알고 있었죠.
19904	9306	6	미안 미안. 열자마자 냄새가 역해서.
19905	55771	6	"그니까 너한테 부탁을 한 거 아니야. 흔적이 쉽게 남았으면 이미 나도 찾았지.	 우리 오래 볼 사이 아니었어?"
19906	1621	6	같이 늙어가는 처지? 당신은 애들 보기 부끄럽지도 않아?
19907	58854	4	아니.. 아이 원하지 않는다고 이야기 했었어.
19908	61426	5	 효진아 너 담배 폈니?
19909	50120	0	진수 그 노므자식 안 되겠구만.
19910	37008	3	언니 진짜 고인물같아..
19911	78862	6	그럼 혹시 오늘 호박죽 얘기하려고?
19912	38732	2	그래도 삼천은 너무했다..
19913	76339	6	엄마 나 유학가고 싶어.
19914	28523	3	그러게. 자기 집 깔고 앉아 있으면 앉은 자리에서 2억이 들어오는데 말이야.
19915	7809	0	성분은 똑같아. 농도가 다른거지.
19916	52987	6	그러니까. 그래서 난 다이어트해도 말 안해. 몰래 몰래 해야지.
19917	56345	6	정들어서 그렇지. 정 들어서. 그놈의 정 때문에.
19918	63904	5	지금? 너도?
19919	40456	0	머리 이상하다고 외출도 안하시면서! 마트 다녀오시게요?
19920	44246	5	아 커피 안 드시는구나. 차 드릴게요. 어떤 거 좋아하세요?
19921	79012	6	" 너 그래서 사회생활 어떻게 하냐? 	진짜 신기하다 신기해."
19922	75797	6	에이, 뭐야. 그렇게 곤란한 말도 아니네!
19923	45098	4	뭐, 시험에 붙어야 되니까. 그건 모르는 일이지. 근데 얼른 시험 붙고 결혼 하고싶다. 이 사람 아니면 안될 것 같아.
19924	13199	4	결혼해서 와이프한테 어떻게 해야할지 모르겠더라고.
19925	56410	7	 그래? 깍두기 담아놨는데.
19926	14616	5	이거보다 맛있을까?
19927	55661	6	글쎄 얘가 요즘 표정이 영 안 좋긴 했는데. 특별히 뭐 문제있다는 얘기는 못 들었는데...
19928	44492	1	 왜.
19929	5648	4	심각한 건 아닌데… 놀라지 말고.. 다 괜찮아질거니까..
19930	14740	1	고양이 양말?
19931	16548	1	그치. 요즘 60대는 40대나 체력적으로 큰 차이가 없다더라. 근데 어쩌다가 김순례님 방송을 보게 된 거야?
19932	76476	6	근데 걔가 저를 좋아해요.
19933	37830	0	고민을 해볼까 말까 물었는데, 무슨 소리를 하고 있어? 대답해봐. 내가 너네 물건 쓸지 말지, 고민을 해볼까?
19934	75490	6	근데, 그렇다고 해도, 이건 심각한 문제야.         사람을 죽인다는 건…. 보통 일이 아니야 현재야.
19935	20132	3	여기는 찻 집이 이렇게 다 방으로 되어 있잖아.
19936	45191	4	내년에. 사야지. 돈 모아야지.
19937	50693	0	아 형준이 좀 조용히 하라고 해! 맨날 노래 틀고 지랄하고 있어.
19938	39602	0	보챈다니요… 제가 원장님께 적선 받습니까? 정당하게 일해서 받는 임금인데, 어떻게 그렇게 말씀하십니까?
19939	38833	3	김 부장 덕분에 엔터 쪽도 잘 굴러가잖아.
19940	54460	5	뭔데요?
19941	50227	0	선생님은 뭘 몰라요. 전학가면 왕따 되는 거라고요. 왕따.
19942	57920	3	어우 더러워. 맨날 하는 얘기마다 왜그래?
19943	51248	5	시강 했는데 잘하던데? 어학원 경력이 있어서 그런가?
19944	32903	3	하, 천지님…? 엄마…. 제발 정신차려… 미친 사이비 종교에 빠져서 왜 이러는거야!
19945	66798	4	"당연히 속상하지요. 	 거기가, 바깥 양반이랑, 그릇장까지 하나하나 다~ 만들어서 꾸며놓은 곳인데."
19946	65647	0	삼촌 정말 너무해. 나한테는 신경도 안 써주고.
19947	52245	2	네 알겠습니다. 미리 말씀 못 드려서 죄송합니다. 다음에는 꼭 먼저 말씀 드릴게요.
19948	16018	1	90년생이 벌써 엄마가 될 나이야? 어머 세상에… 하긴! 90년생이 서른이니까.
19949	19447	7	벌써 배가 부르네요!
19950	54043	6	아니. 그거는 생리대라는 건데. 여자들이 어른이 되면 생리라는 걸 하게 되거든. 그 때 쓰는 거야.
19951	4493	4	 아 아니에요 아무것도..
19952	14703	1	당연하지. 어릴 때 커피 많이 마셔놔야 어른되서 미국 사람처럼 크는거야.
19953	74474	7	내가 엄마한테 꼭 말할게.
19954	4036	6	맞아 그런 놈들도 사람 봐가면서 성질 부리는거지
19955	40461	0	여자는 안 좋아?
19956	15107	1	아니야. 그래도, 끈질기게 풀다보면, 답이 보이게 되어 있어.
19957	36197	0	아… 아들이니까 참지… 너 너무 심한 거 아니야? 남의 신체부위 가지고 그렇게 놀리는 거 아니랬지. 그리고 그렇게 평가하고 지적질하는 것도 아주 나쁜 거야.
19958	73938	2	삼촌…. 돈 좀 있어?
19959	34738	4	응… 왠지 미안한 기분이 들었어
19960	77974	6	같은 날 태어났는데 왜 언니라고 불러야 돼요?
19961	72608	7	"어 당연히 알지. 	 오빠 쫌 불쌍하다."
19962	17109	1	자네 이야기 들었어? 세철이 말이야. 이번에 국회의원 선거에 나간다고 하더라고.
19963	64872	4	그러니까요. 장례식장은 어디서 한대요? 저희도 가봐야 하는 거 아니에요?
19964	22836	1	너 저번에 빨래한 옷 입어도 몸이 간지럽다고 했지?
19965	56264	7	전복장만 조금 드셨네. 그건 좀 입맛에 맞으셨나보네.
19966	28852	2	응, 그래서? 그랬는데?
19967	52167	5	그럼 직장 그만 두고 뭐하려고?
19968	73291	7	"네 원래 거의 안 먹어요. 일 년에 한 번? 두 번? 	정도 먹는 것 같아요."
19969	50331	7	"아고오. 태민이 키 엄청 크려나보다. 눈 깜빡하면 커 있네. 	 학교 갔다가 엄마랑 쇼핑갈까? 신발이랑 옷 좀 사러 가자."
19970	74894	6	"아... 좋네요...	 근데 앞에 상가하고 엄청 가깝게 붙어있네요?"
19971	22305	1	그건 그런 거 같아.
19972	47717	5	있으니까 먹었지.
19973	78731	6	"그치만….  그럼 왜 추석 때는 여자들만 일하고, 남자들은 일 안해요?      	왜 엄마만 일하고, 아빠는 누워서 잠만 자요?"
19974	45286	2	지금 부장님이 집안 일이 좀 있으셔서. 회사 출근도 못하셨거든요.
19975	19602	7	그래. 나 한 번 말한건 꼭 지킨다. 알지?
19976	8693	3	참나.. 너는 케잌이 그렇게 좋아?
19977	41748	2	고양이… 내가 잘 키울 수 있을까? 한 번도 키운다는 걸 진지하게 고려해본 적이 없어서 모르겠어.
19978	59168	0	내가 아줌마 아버지 같다니. 내가 이래봬도 나이가 어려.
19979	44091	4	나도 키우고 싶다..
19980	35518	3	먹고 양치 했어 안했어?
19981	50679	0	그럼 시험 끝나고 가자고 그래. 일주일 지난다고 놀이공원 안 없어지니까.
19982	29979	3	아, 나 진짜 급해요 아가씨.
19983	3384	4	 나 다음 시간 체육이야. 체육복 갈아입으러 가야 돼.
19984	74605	6	나는 배불러. 아까 너랑 같이 점심 먹었잖아.
19985	30379	1	너, 작년 여름에 엄마가 어린이 수영 캠프 보냈었잖아.
19986	75476	6	이름이… 김현재? 현재야. 이렇게 불러도 되지?
19987	49249	5	뭐 드시고 싶으세요? 이따가 장봐서 해드릴게요.
19988	74446	6	 니가 뭘 알겠니.
19989	46741	1	무슨 원피스?
19990	24415	3	너는 말해줘도 몰라.
19991	13836	3	자기보다 어리다고 바로 반말하고 그러면 안되지.
19992	5210	0	그거 근데 아주 말이 많더라구요.
19993	25195	2	나도 모르겠어.. 근데 발끝부터 찌릿찌릿하면서 아프더니 점점 올라와.. 아까는 발목.. 지금은 종아리..
19994	73275	7	계좌 알려주세요. 보내드릴게요.
19995	18243	3	누가 시켜 달랬나? 엄마가 강제로 시킨 거지!
19996	77972	6	"걔는 언니 아니에요.	 언니면 동생도 이뻐해주고 그래야되는데,	 김하경은 맨날 내꺼 뺏어가고, 괴롭히고."
19997	61417	3	쌤 기간제라면서요. 임용 통과 못해서, 지금 기간제 하시는 거, 아니에요?         저한테 이래라~ 저래라~ 하실, 자격이나 되세요?
19998	64065	4	왜 태후야? 원래 태권도 선수 되고 싶다고 하지 않았어?
19999	13583	4	그렇지... 세상은 기다려주질 않아..
20000	45118	1	벌써는. 나랑 비슷한데 뭐. 이제 결혼 할 때 됐지. 그리고 상윤이 여자친구랑 워낙에 오래 만났잖냐.
20001	31045	3	뭐 할머니 안무섭다며!
20002	38822	4	그렇게 말씀하시니까 저까지 슬퍼지잖아요.
20003	36071	1	아빠 나 이제 다 컸으니까 걱정하지 말고 나한테 다 얘기해.
20004	19069	3	에휴... 그건 어른들의 착각이죠. 내가 아는걸 선생님이 정말 다 안다고 생각하세요?
20005	37939	0	좋게 이야기 해보려 했는데… 말이 안 통하시는 분이시네. 저. 소송겁니다.
20006	45936	5	 물이요? 제가요?
20007	50869	0	아들이 보기엔 엄마가 잘못했니?             자기랑 의견이 다르면 화부터 내고 보는데 엄마가 그런 의견도 못낼 사람이야?
20008	35899	0	저는 삼촌 나이 안 까먹거든요.
20009	56128	6	그건 그렇지.  니가 집에 들어가서        잠깐 아버지랑 지낼 생각은 없냐?
20010	20787	1	그래? 무슨 숙제인데 그래?
20011	2855	7	맛있지 아빠?
20012	10785	7	나 삼촌꺼 한 입 마셔봐도 돼?
20013	63073	5	선조들이 뭔데요?
20014	37170	4	선생님이 너무 애들이 만든 것 같지 않게 만들었다고, 내 손으로 만든 게 아니라면서 혼냈어.
20015	41592	4	너, 갑자기 전학 가면서 연락도 다 무시하더니 이렇게 모르는 척 할 거야? 너랑 나랑 은희랑 셋이서 맨날 같이 다녔는데! 학원도 같이 다니고.
20016	44777	4	 아. 저 죽었어요.
20017	8555	7	여기 새로 생긴 카페래. 나 계속 와보고 싶었는데 이제 와보네
20018	63941	5	콩나물?! 그럼 여기 말고, 슈퍼에 가야되겠다.
20019	76864	2	" 어...아저씨?	 어... 그게... 아저씬...엄마 친구..야!"
20020	42331	5	와… 요새는 무슨 차에 치인 것도 아니고.. 자기가 어깨에 와서 부딪혀놓고, 그걸로 보험금을 타내려고 하는 사기도 있구나….?
20021	30191	1	응, 기억 안 나.
20022	30335	1	세연이 있잖아, 내가 좋아한다고 했던 애.
20023	55794	7	내 생일 9랑 18.
20024	65236	0	왜?
20025	57059	6	교복입은 거 보면 고등학생 같은데?
20026	73959	7	니 코 남자답게 잘 생겼어.
20027	37010	3	에휴.. 내가 언니 때문에 못살아. 빨리 시작하자 노래. 안그럼 엄마한테 들켜서 혼나.
20028	1961	3	여태 밥도 못 먹고 뭐했니?
20029	1977	7	맛있게 하려고 신경 많이 쓰거든요.
20030	53047	6	 아 진짜! 내가 못생겼어 솔직히??! 어??!
20031	39030	5	와… 진짜 그럴거 같아요.
20032	27829	3	진짜 상상이상의 고통이야. 나 요새 살도 엄청 빠졌어.
20033	11955	5	맞아 화면이 막 접히더라.
20034	46984	5	나 설거지 했는데?
20035	72131	7	그래. 고마워. 
20036	20925	1	그럼. 할머니랑 엄마랑 같은 학교, 같은 의대를 나왔지. 엄마는 할머니 딸이기도 하지만 대학교 후배이기도 해.
20037	27704	3	여자가 뭐 병수발 드는 사람이야? 이상한 소릴하고 있어.  엄마… 요즘 어디가서 그런 소리 하면 무식하단 소리 들어.
20038	36117	4	가는걸 허락하셨다고요? 저랑은 안 가는걸 허락해주셨는데…?
20039	40400	3	어머, 제가 그런가요?
20040	64544	5	아빠 돈 있어요?
20041	45612	5	 엄마가 언제. 아 진짜 무슨 일인데.
20042	39055	5	어떻게 가셨는데요...?
20043	55394	6	 여기요.
20044	36199	0	이녀석이 끝까지!! 너 진짜 나쁜거니까 하지 말라는 거지. 너 진짜 밖에 나가서 그러면 안 돼!
20045	21334	3	너 요즘 맨날 핸드폰만 보잖아.
20046	39397	3	허락 구했잖아요.
20047	51856	5	할머니 그러다 죽어요. 계속 집 없어요?
20048	22764	3	말은 잘 한다… 배가 어떻게 아픈데? 약 사다줘?
20049	71185	7	그래.
20050	11762	1	누나! 나 드디어..! 드디어..!
20051	38980	5	기타 선율이라는게… 진짜 묘해… 마법같아.
20052	50386	0	아 엄마 이렇게 잔소리할까봐 내가 얘기 못 한 거야.
20053	23111	2	정말? 너무 무섭다. 당 절대 떨어지면 안되겠다..
20054	76486	6	"말 하긴 했는데요, 	진짜 억울한데, 선생님이 저 안 믿어주는 것 같아요."
20055	76513	6	"백화점만 가면, 엄마 본 데 또 보고, 본 데 또 보고,	 갔던 데 또 가고, 또 가고- 그러잖아."
20056	41862	4	그게… 나 차 박았어.
20057	62875	4	너무 걱정하지 마세요.
20058	78995	6	 아 그런 거 아니야.
20059	47571	0	형! 형이 어제 치킨 남은 거 다 먹었어?
20060	44408	1	일단 학점관리 잘하고, 아직 3학년이면 나중에 걱정해.
20061	45350	4	어휴. 이래서 자식 키워봤자 아무짝에도 쓸모 없다니까 그냥. 
20062	28813	2	너무 무서웠어…
20063	31193	4	그러게 진짜 안타까운 일이야.. 탈의실에 CCTV를 설치할수도 없고 정말 난감한 일이지..
20064	40311	2	솔직히 너무 돈벌이 용이어서…
20065	78175	6	그게 뭐야.
20066	72534	7	"내가 한 사십 대 쯤 맞고, 걔가 한 육십 삼 대 쯤 맞았는데	 내가 또 마지막 판을 이긴 거야."
20067	9176	6	어.
20068	50514	2	그럴까요…. 전 잘 모르겠어요. 아버지는 제가 그 얘기 하려고만 해도 화내시고.
20069	49939	7	 헤헤. 감사합니다.
20070	34208	0	아 진짜 엄마!!
20071	33352	1	약이야. 먹어도 돼.
20072	21371	1	응. 나 이사 처음 가봤어.
20073	56212	7	"알았어. 요즘은 뭐 간소하게 하는 게 추세라더라. 	 결혼식 성대하게 해봤자 돈만 많이들지. 	 잘 선택했다."
20074	71993	2	그래.        오, 남산에서 본 사람이 있대.
20075	32687	1	그렇지. 거의 남이지. 사실 지나가는 사람들도 붙잡고 보면, 누구네 친척네 친척네 친척일 수 있잖아?
20076	4690	0	아빠 그러니까 내가 미리미리 사람도 부르고 관리를 해야된다고 그랬잖아!
20077	42975	2	아… 맞다…
20078	48343	7	" 이야아 선견지명이 있네! 나 츄리닝 좀 빌려줘.	  본격적으로 달려보자."
20079	64346	5	아니 아무리 그래도 결혼기념일을 까먹는다고?
20080	55113	6	"와. 죽치고 있는다고요?	 제가 여기 왜 오는 지 아세요? 자리 많아서에요.  커피 맛 드럽게 없는데, 그래서 손님이 없으니까, 눈치는 안 봐도 되겠네, 싶어서 오는 거라구요."
20081	34627	3	미안. 근데 진짜 토할거 같아. 발 다 씻고 오면 나 불러줘. 알았지?
20082	7421	0	휴.. 강인아. 그거는, 우리 집에서나 그렇게 할 수 있는 거고. 이렇게 공공장소에서는 그러면 안 돼.
20083	62170	6	"그죠? 	 자기 싫은 소리 듣기 싫어서, 남한테 다 퍼주는 스타일이거든.	 그때 워크샵도 어디로 갔다고 그랬지?"
20084	20510	1	네! 유민이네 엄마가 스파게티 만들어줘서 그거 엄청 많이 먹었어요.
20085	35499	3	너는 사랑 해봤니?
20086	39454	0	장사할 수 있겠냐? 니가 에어컨 다 뜯어 놨는데.
20087	57428	2	 안녕….
20088	78037	6	이놈아. 너 엄마한테 그렇게 말 할거야?
20089	46691	0	"아 진짜! 내가 언제 고3이라고 다 해달라 했어?	 내가 있다 치운다니까 왜 그래!"
20090	64211	5	아주 구체적이시네요.
20091	39113	4	네… 계속 월세 살다가… 이번에 대출 좀 받아서 전세로 들어왔어요.
20092	54952	7	 여기.
20093	57670	0	저번에 내가 내용 알려주고, 내 생각 조금 이야기했더니,       토론할 때 니가 홀라당 다 써먹었잖아.
20094	50990	0	"어. 대체 그릇을 뭘로 닦는 거야.	 왜 이렇게 먼지가 많아."
20095	30321	4	그러다가 선생님 안 계시면 또 혼자가 되고?
20096	74397	6	잘못하면, 까딱 죽을 수도 있단 말이야.
20097	39006	5	아무 것도 손에 안 잡히고 손주 생각밖에 안 나더라구요.
20098	7272	3	야, 니 사촌 동생한테 꼬맹이가 뭐야, 꼬맹이가. 걔 너보다 두 살 밖에 안 어린데. 꼬맹이라고 말하기도 좀 어색한 나이 아니야?
20099	23822	2	예를 들면?
20100	10643	7	방학 숙제.
20101	46449	1	코너 캔디 샤 -샤샤 예-예.
20102	76004	6	"엄마가 형, 엄청 큰 회사 다닌다고 했는데.	 삼별전자!	 형이 왜 백수야?"
20103	75602	6	에이, 과장한거지. 암튼, 그래서 은경이랑 너무 안 좋게 끝나서.       다시 만나면 나 싸대기 맞을걸?
20104	14720	1	스케치북이랑 크레파스! 가져가서 택수 그려 오자. 그리고 태블릿도 챙겨. 같이 사진도 찍고 오자.
20105	10451	7	 음… 시리얼 먹을래!
20106	6491	5	어. 누나네도 있구나 그런 사람.
20107	73723	2	어쩌냐. 그 정도면 병원에 가야 하는거 아니야?
20108	2121	7	잘 됐지 뭐. 우리 아파트가 낡아서 엘리베이터가 오래 됐잖아.
20109	76368	3	해인이가 착해? 해인이 어떤 면이 그렇게 착한데?
20110	52472	2	 죄송합니다... 진짜 잘해보겠습니다.
20111	60771	5	그래? 잠깐 뭐 사러 갔나보다.
20112	50673	3	얼마나 됐니?
20113	79213	6	아니, 술 마신 다음날은 콩나물국을 먹어줘야된다고.        안 그러면 회사에서 계속 물만 먹는다니까?
20114	21839	2	그거 장가는 제대로 가려나 몰라.
20115	77365	6	"아 누나 진짜 짜증나. 	맨날 와서 술주정 부리고 나 때리고."
20116	77978	6	맞아요. 걔는 성격이 너무 더러워!
20117	40185	5	어떤 베개지…?
20118	47003	5	뭔데? 얘기 해줘.
20119	10310	7	그렇지? 나도 젊게 살고 싶어.
20120	16821	0	그래도 이렇게 갑자기… 너무 갑작스러운데..
20121	23016	1	응. 알았어. 이따가 바로 가야겠다.
20122	50086	7	호호초밥 괜찮네.
20123	49070	7	아이고. 아버님 맞습니다 맞아요. 원 플러스 원이에요. 뿐만 아니라 한 번에 열 박스 구매시에는, 사은품으로 선풍기를 드리고 있어요.
20124	44598	1	우울할 게 뭐 있냐. 세상사 다 그런 것이지.
20125	68715	2	전도사님. 저 궁금한 게 있는데요.
20126	44595	4	행님. 저 이별 택시 탔습니다.
20127	76555	3	"어. 이모도 이제 잔뜩 먹으려구. 	 이모 이제 테이블 돌아야돼서, 가볼게."
20128	3583	3	응 여기 개판이야. 수업 시간에 대놓고 자는 애들이 절반이고, 선생들은 야구 빠따 들고 다니면서 애들 개 패듯이 팬다.
20129	76435	6	"그래?  	여기 괄호 안에 있는 부분 먼저 나눴어?"
20130	72261	7	"응! 중학교 때는 설화 오빠들 사생이었고,	 고등학교 땐 동방명주 오빠들.  대학생 땐 전남친들 따라 다니느라 사생할 시간이 없어서.."
20131	23645	1	그게 벌써… 한 오십 년 전이지?
20132	44225	5	와 진짜 얼마 안됐구나. 너무 축하해. 나는 아직 결혼 못했어. 그냥 일 하면서 지내고 있어.
20133	39882	0	어쩔꺼야!
20134	49554	5	내가? 야 내가 그래 뭐. 미남은 아니지만. 그래도 키는 크잖아.
20135	29418	7	공포 영화예요.
20136	72479	7	"몰라요. 저도 그런 거 같은데..	 저도 걔 좋아하니까, 했어요."
20137	70955	3	내가 무슨 욕을 했어.
20138	33827	0	마음 같아서는 싹 버리고 싶다니까.
20139	22520	3	에이 뭘 말려. 다 지들 하고 싶은대로 사는거지.
20140	50402	7	아빠한테 전화해봐. 언제쯤 오시나.
20141	18113	1	무슨 말이야 그게?
20142	64156	0	"안 취해?  아주 술독에 빠져서 왔더만.	 어떻게 두발로 멀쩡히 들어왔는지가 의문이라고."
