multimodal_emotion	text_script
2	근데, 사실대로 말했다가 나 재준이한테 얻어 터지면 어떡해?
1	그래… 나중에 무슨 일 생기면 누나한테 제일 먼저 얘기 할게…
0	뭐…?!
2	"그러니까 아까 과자 먹지 말라니까.       	할머니 말을 하나도 안 듣는구나.        	이 할미가 만만해?"
2	아빠. 진짜 제가 잘못했어요… 제발.. 제 카드빚 좀.. 어떻게 해주세요… 안그럼 저 진짜 죽어요.
1	응, 우리 지역구에 공천을 받았다더라고.
2	" 	하아.. 미쳤다."
3	그리고 고깃집에서 일하는 애들은 대체로 아침에 일어나는 애들일 테니까.
3	으휴 짜증스러워서 정말! 넌 약속도 없냐? 이렇게 맨날 집에 있어? 다른 집 아들처럼 밖에서 나가서 일도 하고, 놀고 하면 좀 좋아?
6	아니.
7	쑥스럽다. 학원 다닐 때는 연기 못한다고 많이 혼났는데.
3	허언증인거 같아요… 우리 회사에서 누가 김대리 말을 믿겠어요? 작은 거라도... 진짜 거짓말은 안 좋은거 같아요.
2	그래서 내가 거울을 막 엄청 찾아 다녔다?
4	올해까지는 그냥 거기 모시고 내년부터 옮길까?
3	뭐야? 아저씨 전화 안받아?
7	 반쯤 키웠다고 쓸까?
2	약속이 아니라 기념일인데요,,,
6	왜 이렇게 찡찡대. 애도 아니고. 말 안해줄거야.
0	아줌마? 손님한테 무슨 말버릇이야?
5	여기 서울에 있는 친구들 어떡하고?
0	그럼, 나 닮았단 말이냐?
1	엄마, 버 카 충이 뭔지 알아?
0	거기서 쫓겨나서 여기 아니면 잘 데가 없어.
5	응? 그냥.. 괜찮아. 왜? 너는 우리 엄마 좋아?
6	아버지가 너 있는 광주로 가시는 건?
5	아빠랑 얘기 잘 안 해?
7	그거 얼만 줄 알아?
1	희동이 삼촌이 은근 이모가 알아주길 바라는거 같던데?
7	 어? 아….. 그런가?
3	아주 한마디를 안 지지 한마디를! 에휴!
7	집 컴퓨터로 옮겨 놓을게. 어디로 옮겨 놓을까?
0	왜. 어린 놈한테 맞을 생각하니까 분해?
2	아빠 저 돈 좀 빌려주세요.
5	엄마가 먼저 반했다면서요?
4	 아 그건 다들 그렇게 하는거니까요
6	그것도 맛있긴 했어요.
6	오늘 벌써 세 잔 마시는 거 아니야?
4	알았어.
2	 헙!
6	그게 아니라. 이런 날은 언니랑 데이트도 하고 해야지.
6	그래. 지금 고2니까, 딱 1년만 참아. 대학 가서 만나면 되지.
5	뭐야 그럼?
6	"그랬구나. 근데…지우가 너무 갖고 싶어하는데, 	이번 한 번만 양보하면 안될까?"
1	아, 그거야 나도 잘 알지. 전에 내 장갑도 떠 줬잖아.
5	뭐? 아씨. 내가 미쳤나봐. 내가 뭐라고 했어?
1	응. 아빠 소원이 건물주야.
3	기특한 생각? 이게, 오빠한테! 아주 그냥 못하는 소리가 없어? 버릇없게.
3	아 진짜.. 그거는.. 저번 달에 낸 거잖아요. 아빠... 맨날 학원 선생님들이 학원비 내라고 독촉한단 말이예요. 빨리 카드 주세요..
1	다 고치해줄거야? 나… 이런거 처음 해봐서 좀 긴장돼.
2	아~ 그렇구나. 그럼 지금 lte에서 다음 꺼로 넘어가는거네?
7	어어. 재민아. 그럼. 니 말은 항상 듣고 있지.
3	그럼 10초 늦으면 지각이에요? 30초 늦어도 지각이고, 1분 늦어도 지각이에요?!
4	 에휴...
5	아. 그래요? 그럼.. 좀 잘 챙길 수 있겠네요?
0	" 무슨 소리야.  	 잉크 안 날아가게 앞에 캡 다 붙여 나오는데."
0	출고일이 어제였는데 지금 전화해서 뭐해? 납품 전에 마지막 전화 해보라고 했잖아.
2	제가 알바 시작한지 이틀 째라…
0	다 아빠가 널 생각해서 하는 얘기 아니야.
4	이 닦으면 되지.
1	할머니한테는 말해도 돼?
4	어… 저. 사실 비밀인데요.        저랑 현경쌤이랑 사귀어요.
2	대관비를 지급 안해서... 예약이 취소가 되었대요.
1	그러니까. 아까 과일이랑 약과랑 해서 간식 좀 가져올 걸 그랬다.
6	지 앞가림은 하는 애지? 집안일도 하고.         요즘에는 시대가 변해서 남자도 요리하고 집안일 다 해야해.        너도 결혼했다고 일 그만 두면 안된다.
1	응. 엄청 많아. 너가 다니는 데는 이름이 뭐야?
6	이제 막 시작해서 잘 모르겠네. 동생이 하던 거에 나는 숟가락만 얹은거라. 조금 더 해봐야 알 것 같아. 너는 어때? 회사는?
5	13페이지요?
7	그래?
1	많지는 않은데, 있기는 있죠.
0	에휴…
4	음…
4	네. 죄송합니다.
5	걔가 교회 나오기 전에 죽으면 어떡해요? 교통 사고 같은 걸 당할 수도 있잖아요?
5	내가 기타 배우는 것도, 다 애들 들려주려고 하는거지...
5	그러게. 뭐야?
3	너는... 진짜 불효자다.
2	"아이고야. 한번쯤은 그래도 돼. 	너 지금 엄청 잘 하고 있어."
4	그거랑 이거랑 같냐.
3	아… 그래… 진짜 좋다 … 와…
6	추석이 올해만 있나.  다음에 가면 되죠~ 그 전에 설날도 있고.
7	저야 좋지요. 요즘 외로웠는데.
4	"국장 받아도 생활비는 안 나오지? 엄마가 최대한 도와줄게. 	모아놓은 거 조금 있어."
3	니가 모르는 얘기 많지.
2	솔직하게. 완전 현실적으로 말해봐.
7	 뭐야 느끼하게.
7	기특하네.
4	그건 몰라. 그냥 어제 밤늦게 취해서 들어왔는데       여자 향수 냄새가 엄청 나더라.        이젠 뭐 숨길려고도 안 하고.
6	그래.. 걔들이 좀… 그렇긴 했지.
2	오빠, 밥은 잘 챙겨 먹어?
5	뭐가…? 내가 사준 선물 마음에 안들어서 그래?
2	아니 그냥. 숙제도 너무 많고.
3	걔네도 사람이야. 무안을 줘도 정도껏 줘야지. 애들 다 지금 엄청 크게 상처받았어. 내면적으로.
7	네... 그럼 삼계탕 집으로 예약할게요!
2	큰일이다.. 거기서 언제까지 더 일해야돼?
7	얼씨구?
6	냄새가 나니까 그러죠.
1	아닐걸? 내 기억으론, 프라하항공 타고 갔던 거 같아.
3	은빈이랑 싸웠냐?
5	 샘. 이거 지진이죠?
3	그럼, 엘리베이터 타고, 금은방 가는 사이에 없어졌다는 거야?
3	허이구, 무섭네 무서워. 누가보면 독립투사인 줄 알겠네.
5	젊은애들 왜? 젊은 애들이 커피를 많이 좋아해?
0	 그게 무슨 말이야?
3	내가 좋아하는 여자애가 있는데. 걔가 좋아하는 남자애가 아직 군대도 안 다녀온… 머리에 피도 안 마른 녀석이더라고.
0	네 많죠.
3	아빠나 필요한 것만 사. 맨날 골프채 사면서. 치지도 않을 거 뭐 하러 자꾸 사.
5	그럼 지금 로펌 다니는거야?
1	응. 그냥저냥 계속 잘 만나고 있어. 성격도 잘 맞고, 보면 경제관념도 잘 맞는 것 같고.
2	이제 상대방을 아주 잘 안다는 것.
0	어허. 너 이제 애기 아니야.
2	안 돼. 애들이랑 실시간으로 얘기해야 한단 말이야.       그리고 오늘 ‘엑스나인’ 데뷔 날이라서 꼭 봐야 돼.
6	엄마 금방 올거니까 잠깐만 그냥 있어.
1	팀장님이 종종 확인 하시니까 빼먹지 않게 조심하세요.
5	아 네 확인해보겠습니다.
7	네... 선생님... 너무 감사해요...
7	공부방 컴퓨터로 옮겨줘. 아빠 잘 때 보게.
2	네! 그런 일은 없도록 하겠습니다.
2	아니 그리고 너같은 꼬맹이한테 이렇게 비싼 걸 사주면 어떡해? 그러다 잃어버리면?
0	너는 어떻게 알았어?
6	"아니. 할아버지 동생은, 맨날 사고만 쳐서 얼마나 엄마 속을 썩였는데.       	그놈은 마흔이 될 때까지 장가도 안 가서, 주변 사람들하고 다 걱정시키고.    	동생이 있는게 얼마나 성가신데."
3	착한 귀신인지 나쁜 귀신인지.
4	"가게요? 전에 하던 가게에 불이나서,	 그냥 이리로 옮겼어요. 비어있다길래."
0	커피도 마시다 말고 두고 갔는데 자리가 왜 비었나요?
3	당연한 걸 왜 물어?
0	맨날 미안하다고 말만 하지.
1	응. 알았어. 너가 물어볼 거 있다고 얘기할까?
1	사장님. 냉장고에 검은 비닐 봉지 뭐에요?
0	그렇긴 하지? 나도 사회생활을 하긴 해야 되니까.
0	아, 귀아파. 왜 소리를 질러!?
6	으.. 그럼 언니나 다 먹어..
2	….너 설마?
5	아영이? 응 잘 있지. 요즘 무슨 아이돌을 하겠다고 춤 연습하고 그래.
6	그건 처제가 장모님을 잘 몰라서 하는 소리고. 그렇게 하면 큰일나. 초장부터 찍히기 싫으면 잘 준비해.
0	몰긴 뭘 몰아. 야 너 같은 말단은 빠져. 여기 주인 나오라고 해. 당장!
6	뭐야. 아빠도 가?
1	기도하고 있어.
1	가격대가 좀 있긴 한데, 그렇다고 절대 못 타고 그런 건 또 아냐. 몇 달 아껴 살면 되지.
0	 학생이 뗐어?
2	그래서? 어떻게 됐어?
7	응… 나 케이크 한 판 다 먹을 수 있을거 같아
3	 뭐?
0	아니 자기가 먹은 거 설거지 좀 하라고. 처먹고 트름이나 끅끅해대고 아무 것도 안하고.
6	갈비는 너무 질겨서 안 돼.
3	내일 두 시라면, 너 티켓팅하려고 하는 거잖아. 니네 오빠들 콘서트.
5	그래? 아씨. 요새 만나는 사람마다 그러네.
5	아이고, 전혀 문제 없습니다.
1	그래도 말은 한 번 해봐.
1	네.. 선배 때가 우리 동아리 제일 전성기였잖아요. 정우 선배 얼굴 한 번 보려고 1학년 애들 엄청 다 몰려오고...
4	지수 말로는 귀엽다는데.
6	저 아저씨는 커피를 시키셨어요. 보이죠? 옆에 컵.
6	오빠밖에 없어.
3	와… 이거 꼴통이네. 야. 너 을이야. 을. 그냥 시키는 대로해.
4	그게 뭐야.
7	잘 됐네! 앞으로 안 괴롭힌대?
1	아. 돈이 좀 있으면 좋긴 한데, 그것도 뭐 꼭 필요한 건 아니에요.
6	조승우 작가님 성격에 대해서야 저도 들은 바가 있죠, 있습니다만... 갑자기 이렇게 예정에는 없던 상황이 되니 저도 좀 당황스럽네요. 아무리 바쁘셔도 그렇지 본인 인터뷰에 다른 사람을 내보내시다니, 사람 무시하는 것도 아니고...
4	나보다 덜 공부한 애들도 이번에 합격했어.
1	차곡차곡 넣으면 다 들어가.
6	근데.
3	허…
1	자, 좀 진정이 되셨어요? 너무 긴장하지 마시고요..
0	내가 왜 똥고집이냐.
4	 아 어떡해요.
0	아무리 사주고 싶은게 많으셔도 그렇지        이 천만원은 큰 돈이잖아요. 어떤 걸 사드리려고 하시는 거에요?
1	그렇군요.. 알겠어요.
4	아니 애 이마에 흉이 남을 수도 있으니까.
4	그래. 그래서 그냥 애인이 생겼다고 했어.
1	저도 빨리 면허도 따고 운전도 해보고 싶어요..!
5	나 이번에 티켓팅할 게 있는데, 오빠가 좀 잘 하면 도와달라고 하려고 했지.
4	아니더라도, 믿어서 나쁠 건 없잖아?
3	지금이 몇시냐!?
7	아빠랑 달리기 하는 거 있잖아. 그거 1등 하고 싶어서.
3	하… 진짜.. 너 이럴거면 학원 당장 때려치워!
7	그래. 그럼 그러자. 내일은 저녁 약속 없어?
7	맞네, 맞아.
0	 너 지금 뭐라고 했어? 내가 대학가에서 이만큼 가게 유지하느라 얼마나 애쓰는지 알아?
0	지훈이 이리 와봐 엄마 앞으로 와봐!
6	에휴, 그런가봐.
3	그래도… 훈련 캠프는 싫어요! 전 안 갈거에요!
3	걔는 아니라니까. 걔랑은 아무 사이도 아니야…. 형이 생각하는 그런 거 아니라고.
3	진짜 웃겼는데. 밥 사 먹으라고 할머니가 돈 주신 거.        그래서 그 돈 어디에 썼는데?
6	할머니가 나한테 잘못을 많이 했거든.
1	삼천 오백원.
6	"너 세 쪽 풀어야 되지 않아? 	아직 한참 남았네."
1	이번에 우리나라 축구 하는 거 봤어?
2	죽는 거.. 아직 너무 무섭단 말이에요.
3	으이그. 철 좀 들어라.
7	뭐야. 잘 지내고 있네.
4	지금 바로 나가야돼..? 엄마가 금방 말려줄게. 조금만 기다려.
6	야 그래도 어떻게 찢냐? 앞으론 너가 사준 것만 하고 다닐게.
3	"그렇다니까! 같은 말을 몇 번을 하는 거야.	 못 믿겠으면 직접 해보라니까!  샴푸하고 그 두꺼운 빗으로 또 빗어주면 효과가 더 좋아."
3	그 부위가 피지 분비가 왕성한 곳이어서, 꼭 꼭 씻어줘야 돼.
1	이모, 엄마가 이모한테 돈 받으라고 했어.
0	너 이거 순전히 쑈하는 거 아니야? 나 엿먹이려고?
7	쩌어기 지방 가서 농사나 지을라고. 배추도 심고, 콩도 심고.
2	아빠 맨날 먹고 들어오는데 있던데… 전화로 물어볼까?
6	아 몰라.
5	아, 진짜? 그래서 첫 만남에서부터 술을 퍼마셨다고?
7	세번이나 해보셨군요. 대단하세요.
7	친하긴 하지. 근데 남자애랑, 이런거 이야기해본 적 없어서.
7	지영씨네 부모님은 너무 든든하시겠어. 딸이 이렇게 부모님을 잘 챙기고. 지영씨가 맏딸이랬나?
1	절하는 친구? 스님이란 말이야?
0	근데 왜 꼭 집 차를 가지고 가야 되는데?
6	아인슈패너? 이건 뭐죠?
1	체대는 실기시험 봐요. 체육으로 하는거요.
7	그렇구나. 요즘 잘 지내냐?
3	 아 씨…
2	카드 안되는데… 학생만 해주면 앞으로 우리는 어떡해~
4	설마.  아냐, 예은이는 그런 애 아냐. 그럴 리 없어.
4	내가 돈이 어딨어. 한 번만 빌려주라. 진짜 안 망가트릴게.        한 번만 빌려주면 내가 일주일동안 오빠 설거지 다 해줄게.
7	 아~ 좋다.
3	족발에 금이라도 넣고 삶나? 왜 이렇게 비싸?
1	아빠 원하는 대로 해 그냥?
5	왜? 어디 아파?
1	 가자. 가자. 가자.
0	됐구요… 빨리 CCTV 확인하고 잘잘못 가리고 헤어집시다.
2	"편하게 여행 다니고 하면 되잖아.	 다른 집 할머니들은 다 그러고 산다는데."
3	아니. 지금 말 하고 있는데?
6	근데 너 누구랑 이렇게 떠드는거야?
2	아휴…
1	애들?
3	아줌마야말로 저한테 막 반말하고 계시잖아요!
1	할머니, 마트에 안 가세요?
5	왜 발끈해? 아픈데 찔렸니?
2	아까, 너도 봤잖아. UFO.
2	그렇구나… 에휴. 지연이가 엄청 속상해 하겠다.
6	아니. 지금 노래왕국 할 시간이란 말이야.
2	무섭지. 그래서?
1	보통 서퍼들은 높이 오르는 파도, 그러니까 파고가 높은 것을 선호하는데, 그 높이 자체가 리스크 인 셈이야.
5	그게 무슨 말이야?
0	안돼지! 생돈 날리게 생겼네…
5	나를 왜 무시해? 내가 니 아버진데!
2	색다른거? 뭐가 있을까… 할머니나 엄마 아빠가 해주는거 말고 다른거 먹고 싶어? 외식하고 싶은거야?
3	아.. 저번에 같이 해봤는데.. 손도 느리고.. 이 일에는 좀 소질이 없나 보더라고요.
0	왜 이모
1	아~ 네.
7	 안녕하세요.
0	너 약간 성의가 없다?
0	이모 미쳤어? 지훈이를 왜 불러? 걔는 내 친구도 아니란 말이야.
4	학교가면 놀림 좀 받겠구만.
7	공부 열심히 해서 로스쿨 가면 되지.
5	저 전라남도 광주요..
1	 스토리는 내면의 변화.
2	으아….
7	그래요? 그래도 제가 공부를 꽤 잘 하는 편이잖아요.
4	네… 오늘이 동생 생일이거든요…
2	헐 엄청 비싸네.
4	야, 야. 이거 놔. 알아서 일어날게.
6	 그래, 쟤네들.
4	나도 태블릿 갖고 싶은데?
3	이건 상관없어.
6	왜 이렇게 짜증을 내.
4	그래. 내가 앓아 눕기 전까지는 할거다.
1	예전에 알던 친구랑 너무 닮으셔서 제가 착각했나봐요. 죄송합니다. 네. 드시고 가시나요?
7	그래. 내가 가봐야겠다.
2	제가 여기서 뭐라고 나불대면 지상준한테 가서 제가 이렇게 말했다, 똑같이 말하실 거고 그럼 그게 걔 귀에 들어가게 되잖아요. 걔가 저 안 죽일까요?
7	성깔을 부리진 않는데, 호탕한 부분이 있긴 하죠.
3	애들 빨래는 잘 하고 계신 거 맞죠? 유기농 세제하고, 섬유유연제로.
0	아까 폰이 울리길래 봤는데 ‘꾸꾸까까’라고 사랑한다던데.
4	"엄마도 세진이를 더 챙겨주고 싶어하는데, 	못 그래서 미안해하고 있어."
7	 그래요.
6	 뭐라고? 왜? 무슨 일이에요?
2	아… 나는 거짓말 하기 싫은데…
0	아 알았다고.
1	어. 솔직히… 형은 중 1만 되어도 이길 듯.
4	엄마는 조금만 더 있다 갈게. 너 먼저 집에 가.
1	왜?
0	유빈이, 너 수영 열심히 하겠다고 해서 수영복도 새로 사고,  학원도 6개월이나 끊었지.
5	"뭐어? 아니야~!	 니가 무슨 아빠 판박이야.	 아빠 유전자엔 니가 없어."
7	어렵긴. 너 사회 나와봐. 공부가 세상에서 제일 쉬운거야.
5	응? 응. 다니지.
7	그러시군요, 잘 오셨어요. 저희 P8학원이 영어 쪽으로는 제일 좋은 커리큘럼을 가지고 있어요.
6	어이구. 니 빚을 내가 왜 갚아줘?
1	아… 나는 오늘 일이 많아서 점심은 걸렀어요. 근데, 내가 부탁했던 보고서는 얼마나 됐어요?
2	형님. 지난 번에 발주처 계약서 이메일 포워딩 좀 부탁드립니다.
2	응….
0	내가 언제 형꺼 건드린 적 있어?
7	할머니 가만 보면 귀신 진짜 무서워한다.
4	하… 그럼 그렇게 할게요. 오늘 당장 필요한 거라서요. 어쩌면 좋아…
1	그런데요.
0	아빠가 왜 몸을 조심해…?
1	들어 갔는데 사수랑 너무 안 맞아서.   계속 일 하고 싶었는데 사수가 있는 한은 안되겠더라고.
3	오빠도 노력을 좀 해봐. 나 이번에 공부 엄청 열심히 했어.
3	"알아서 해. 먹든지 말든지. 진짜 짜증나게. 	"
0	"회사 다니면서 틈틈히 하니까 그러지. 	 내가 알아서 할게요."
5	아이고 깜짝이야.
5	왜?
5	진짜 편하고 좋았겠다. 호캉스네 호캉스.
1	우리 영화보고 팥빙수 먹으러 갈래? 요 앞에 새로 생긴 빙수집 맛 있다던데.
0	뭐가?
4	"아무튼 니 놈이나 의사 선생님이나 왜 그렇게 농사를 못 짓게 한다고 야단이냐?	 평생 해온 것을."
6	내가 최 대리에게 못 해준 게 너무 많은 거 같다. 좀 더 친절하게 대해 줬어야 했어. 밥도 자주 사 주고, 무슨 고민이 있는지 들어 주고... 그랬다면 이런 일이 일어나지 않았을텐데.
6	"엄마가 할머니는 평생 일만 하고 살았다 했는데, 	왜 모인 게 없어?"
6	아니, 사장 앞에서 개그 소재 하나 건져보겠다고, 남의 바지 지퍼 내려간 걸 그렇게 공개적으로 떠들어? 여자 직원들도 한두 명이 아닌 자리에서 말이야.
3	그러니까. 같이 해보자는 거지. 너가 셈에는 참 밝으니까. 같이 해주면 이 엄마가 얼마나 든든하겠어?
6	근데 나는 뭔가... 더 맛있는게 먹고싶어.
5	너 향수 뭐 써?
5	그럼 이거 영어에요?
6	야 그거 뭐냐.
1	내가 더 크기 전에 후투부 데뷔해야지.
1	응. 적어도 나는 그렇게 생각하고 쓰고 있어.
0	아저씨도 제가 버린 적 없는 걸로 트집 잡으셨잖아요.
6	"그죠. 감독님 엄~청 취하신 거 같애요.	 내일 기억도 못 하시는 거 아니에요?"
5	응. 파란 저고리?
5	봉숭아? 그게 뭐예요?
7	아싸! 엄마 사랑해요.
3	그렇다고, 당근만 모아서 하수구에 버리면 어떡하냐?
7	 할머니 멋지다.
6	희재 열 여덟살이지.
0	이 동영상이 재밌다는 거지. 사람 우습게 보고 하는 말이겠니? 어머 황당해라. 날 그렇게 모르니 넌?
6	아니야 주인공이 그렇게 갑자기 정신차릴리가 없어
7	지겹지도 않아?
1	 그걸론 안돼. 노를 저어야 돼.
1	나 삼십만원 정도 받았어.
3	세상 피곤하게 사네. UFO가 있다고 믿으면, 세상이 얼마나 다르게 느껴지는데.
2	네. 네. 어.. 진정하시고요. 걱정되시는 바는 잘 알겠으나…
6	그래도…
7	어머. 몇살이야? 나 어떻게 알아요?
2	그러엄. 희진이는 어때. 잘 견디고 있어?
3	아… 응. 너도 하잖아.
4	했어요.
1	전… 선배한테 최선을 다 하고 있어요.
7	오… 맞는거 같애.
2	그런거겠지? 정년까지 일 해야 되는데.
1	아 과정은 틀렸는데 어떻게 답이 맞았냐 그런거구나?
0	사이비라고 해. 너 앞으로 그 교회 나가지 마. 대신에 엄마랑 다른 더 재밌는 거 하자.
6	모르겠다. 결혼을 너무 성급하게 했나봐. 그치?
3	증거야 많지. 여기 책에 나오는 사진도 엄청 많이 나와.
2	시정하겠습니다…
7	할머니 집에는 과자가 쌓여있는데.
6	모른다니. 이유가 있을 것 아니야.
7	누군가랑 이 년정도를 만나면, 그 사람을 정말 알게 되는 느낌이 드는 것 같아.
2	그래서 그 상대방 애랑은 어떻게 했어?
1	이게, 레이온라서 가격이 좀 나가.
2	글쎄… 혹시 민기가 연아를 좋아하나?
0	내가 애들 앞에서 얼마나 쪽팔렸는지 알아?              주기 싫으면 주지 말지 왜 짝퉁을 주고 그래!
6	저.. 정말 영어공부가 하기 싫어요.
6	아 할거 되게 많네
1	누나 치킨 시켜먹을래?
4	사람들이 다 어떻게 결혼하고 사나 몰라… 나는 영… 결혼 생활이 적성에 안 맞더라고.
2	어. 아직 못 보냈어. 내가 어제 바빴어서.
7	어어! 내가 가져올게!
6	이번 달 부터 나 새벽에 수영장 다니고 있거든. 근육통이 너무 심해.
1	그거는, 두 가지 중에 택 1 하시는 거에요 고객님. 할인이랑 사은품이 동시에 진행되는 게 아니세요.
1	매직도 지워져! 와… 엄청 신기하다.
6	이미 애들한테도 다 얘기 해놔서, 애들은 벌써 엄마 따라 간다고 하더라.
6	그러게요.
6	"그래요. 분명히 여자 운전자 혼자였다고 했는데.        	사망자 중에도 아이는 없었고. CCTV에서도 못 봤었거든요."
1	지도? 어디 지도를 그리는 거야?
2	히이… 백 이십만원은 좀…
5	왜 그래? 이번주 번호 뭔데?
6	아 엄마~ 한 번만 봐주면 안돼요?
5	뭐? 엄마 생일? 미쳤는데...형 일등인데!?
7	우리 아들 인기쟁이네.
7	어.
4	세형아. 우리 얘기 좀 하자.
4	절대 걸리면 안되겠다…
5	뭔 데.
4	다음에 꼭 진짜 다시 데려올게.
6	"근데도 꾸역꾸역 그 김치를 받으러 오잖아.	 같이 살 때도 안 먹던 애들이."
5	아, 지은이 이모가요? 지은이는 이모랑 엄청 친하게 지내나보다.
0	니가 돈 쓸 데가 어디있어. 뭐 해봤자 피씨방이니 노래방이니 그런 데 가느라 돈 다 쓸거면서. 그런데 쓸 돈으로 차라리 맛있는 거나 사먹지. 내가 너 그런 쓸데 없는 데 돈 쓰는 거 생각하면. 아유. 화딱지 나서 정말. 고모는 자꾸 왜 너한테 돈을 줘가지고 애가 쓸 데 없는 데 나돌아다니게 하는지 정말.
3	아..네..? 그게 다야? 잘못했다고 뭐 그런 얘기는 안 해?
3	아니 저 그 날이라고요. 그 날.
4	안주 뭐 필요 있나.
2	건너집 김씨가 죽었다는구만.
6	치… 할아버지는 엄마 편만 들고!        할아버지는 동생 없어요?
1	너무 잘 하고 싶어서 그러는거야.
0	그냥 앉아서 핸드폰 해.
5	그러게 말이야. 옛날 같았으면 나는 굶어 죽었을거야.
6	그럼 엄마도 일 그만하면 안돼?
3	얘 뭐 어디서 뒷 돈 먹고 그런거 아니야?
3	할아버지. 무슨 일 있으세요?
7	당연하지. 건강하기만 하면 돼.
4	"그럼 간호사한테 식사를, 소화 잘 되는 죽 같은 걸로 해달라고 얘기 해 놓을게요.	 계속 그러시면 얘기 하셔야 돼요?"
7	아 네, 저 지난 주에 6층으로 이사온 사람입니다.   앞으로 잘 부탁드리겠습니다.
5	그거 작가가 저번 작품부터.. 아주 유명했잖아. 그거, 제목이 뭐더라. 그 저번 작품도 시청률이 신기록을 세웠던데.
3	뭐? 불법? 학칙에 보면 말이야, 임신한 애들은 퇴학 또는 자퇴권고를 하게 되어있거든.
3	어른들은 진짜 웃겨요.. 어리면 막 좋겠다고 하고. 이제 중학교 가면 지옥문이 열릴 텐데… 사람은 다 때마다 때대로 행복과 불행이 있는거라구요.
3	제대로 적으신거 맞죠?
3	아니거든. 여자애들 나 좋아하거든.
6	아니에요. 그런 거 없어요.
7	네 저는 수학이 제일 재미있는 과목이에요.
0	그게 뭐. 아빠랑 똑같구만.
7	"우리야 좋지 뭐. 	 근데, 장소만 강남이고, 뭐 홀이랑 부페는 쪼끄매. 많이 기대하지는 말아."
6	아니 생각해보면 내가 언니보다 훨씬 공부 잘 했잖아.
6	" 알았어… 안 물어볼게. 	갑자기 그렇게 화를 내면 어떡해."
6	"이번에 4단원 시험 보는 줄 모르고, 	학원 선생님이랑 5단원 공부했거든요."
3	우리 회사는 안돼... 절대 안돼...
7	아이, 말은 벌써 다 하지. 이제 막 애교도 부린다니까?
2	야, 우리반 김종혁 교무실 끌려갔다?
4	응. 강아지 진짜 무섭단 말이야.
5	"...7번부터 다 틀리게 채점했다고??	 그럼 7번부터 쭉 틀린거야?"
3	뭔가 닝닝하고 엄청… 맛이 없는데.
1	그래 그럼 내가 전화해볼께. 이번에도 현금으로 한다고 좀 깎아 달라고 해야겠다.
3	저 때 피부도 탱탱하고 머리숱도 많고. 가만히 있어도 예쁜데. 다 망치네 다 망쳐.
2	너 어제 잘 때 무슨 꿈꿨어? 막 소리를 지르던데.
5	다음부턴 이런 일 없게 하겠습니다…
4	글쎄… 한숨이 보이니까? 
4	아빠는 배고프다고 아무거나 먹어요? 배고플수록 맛있는 걸 먹어야죠.
5	 어? 어? 아! 저 이거 카드 제 거 맞는 것 같아요. 어제 지원금 받으면서 카드 새로 만들었는데 그건가? 잠깐만 저 뒤에 서명 확인 좀 해볼게요.
7	정말요? 말씀만이라도 든든하네요.
7	 김,성,미님께. 어머니께는 뭐라고 써드리면 될까?
1	분식 순대요?
2	뭐, 착하긴 한데. 암튼 너무 무서워. 우리 옆옆 건물이래.
2	그럼 앞에 선도부애들한테 걸린단 말이야! 아 어떡해!!!
5	이게 뭐야?
0	집에서도 아빠방이 따로 없는데.. 여기도 없어..
3	내가 본다 내가! 요즘 젊은 애들은 꼭 그 조막만한 핸드폰으로 뭘 본다고
2	아….
0	 학생! 
1	옛날에 남원에 사는 농부가 밭일을 하면서 춘향가를 부르고 있었대.
1	근데 형 손이 엄청 부드럽다… 꼭 여자애 손같아.
3	네. 잠시만요.  새로 사용하실 비밀번호 네 자리 입력해주시면 됩니다.
4	아… 다른 가족은요?
6	아이고, 너나 잘 챙겨먹어라. 살이 쪽쪽 빠졌구만.
0	그건 엄마 생각이고!         지난 번에도 옷장에 청국장 냄새 안 빠져서, 옷 다 새로 빨았잖아!
5	그거 술이야 임마. 아이고. 아무거나 막 마시면 어떡해.
4	아니. 우리 삼촌 엄청 착해.
3	 다들 공부 엄청 못 하게 생겼다. 혜지 너 나중에라도 이런 남자애들이랑 어울리면 안 돼.
6	죄송한데. 다음에 다시 올게요.
0	"농담한다고 또 실실~거리는 거 봐라.	 차렷. 어제 기억 나, 안나."
7	그렇잖아.         지금이랑은 다른 세계가 있는 거니까. 나랑은 완전 다르게 생기고,       나랑 완전히 다른 차원에 있다는 존재.        외계인들은, 무슨 생각을 하면서 살까? 그걸 생각하는 것만 해도       하루가 지루하진 않거든.
4	잠은 뭐. 게스트 하우스 같은데 가거나 호텔 빌려야지.
7	50ml에 8만원,
7	아는 게 힘인데...?
1	아, 배고프다. 이 시간 되니까 또 슬슬 출출하네.
1	아… 아무것도 안하고 이루고 싶다... 그냥… 아무 노력도 안하고 많은 걸 이루고 싶다…
7	아 진짜야. 북어 사진 보잖아? 진짜 똑같이 생겼어.       피부도 쭈글쭈글하고, 눈도 퀭하고.
4	아니요.. 저 그냥. 사실 현경쌤이 보자고 하셔서.
0	니가 잘못을 하니까 그렇지!
5	 뭔가 허브향 같은 거 나는데?
2	에휴. 말만 들어도 너무 다행이다. 선생님들이 아주 바빴겠다.
4	그냥 넘어갈 수 있을 거 같아?
6	나도 너만할때 아주 날라다녔어 나이 앞에 장사 없는거야
