multimodal_emotion	text_script
2	네. 보고 나왔어요. 저 처음이라 조금 긴장 되는데, 한 분 이랑 시간을 얼마나 보내면 되나요?
3	어유, 누가 불효자식 아니랄까봐.
1	근데 이거 진짜야.
3	원래는 엘리베이터 안되면, 아래서 받아 가세요.
5	그래서, 벅벅 문지르니까 머리가 났다고?
2	암이라고, 내가.
1	전교 회장… 자신까지는 아닌데, 그래도 아예 가능성이 희박한 건 아니라서요.
7	잘 지냈어 형? 바빠서 연락을 못했었다.
1	곱게 자란게 뭐야?
7	소리를 질질 흘리지 말고, 광선을 쏜다고 생각하고 멀리 던져줘야 힘있게 나가.
6	뭘 할 수 있는데?
5	그런데도 잘 사귀고 있는 거보면, 둘은 진짜라고요.
6	"그러니까 무섭죠. 	경쟁률도 치열하고, 살아남기도 힘들고."
4	너무 적으시죠? 죄송합니다. 저희가 이게, 제 개인 돈으로 찍는거라.          돈이 너무 부족하네요.
5	그래?
2	훈련소 들어가면... 얼마나, 얼마나 싫을까… 아… 상상도 하기 싫어. 너무 괴롭고 힘들어.
2	그렇겠지?
3	그래 형은 잘나서 좋겠다.
0	너는 지금 나를 몇 년만에 보는데 말 뽄새가 그 따위니?
7	맞아. 형수랑 똑같아서 우리가 안도했는데.
1	사람이 아니면 뭔데?
2	저, 이런 말 하기 좀 미안하지만. 김 선생님 옷차림 때문에 말이 좀 많아요.
5	정말로?
5	왜요?
7	"아! 근데 그게 중요한 게 아니고!	 100일 선물 뭐해줘야 돼요?	  여자들 뭐 좋아해요?"
6	파마? 미쳤나봐. 어린애가 무슨 파마야.
4	그 때는 우리집이 너무 못 살아서, 고기 먹는 게 진짜 힘들었거든.         근데 너가 하도 좋아하니까……거기 가서 2인분만 시키고 셋이 먹은거야.       그래서 엄마가 배 채울라고 미역국에 밥을 말아 먹은거지.
7	지금 되게 좋았는데.
0	자리가 여기밖에 없어서 그래요. 저도 웬만하면 참으려고 했는데,  그쪽 다리 떠는 거 때문에 제 책상까지 울리잖아요.
4	응...
4	"저라도 그랬을 거 같아요.	 새 가게 꾸리시느라고 엄청 고생하셨겠어요."
2	아… 이걸 뭐라고 하지…
1	할머니도 엄마도 그만큼 의대에 가려고, 의사가 되려고 공부를 열심히 하고 노력을 많이 한 거지.
0	어머님, 이게 지금 돈으로 될 상황으로 보여요?
6	엄마 생일.... 11월 18일 아니야?
7	저 시계가 아마 AAA사이즈 4개 들어갔던 것 같은데. 내가 한 번 확인해 볼게.
1	손? 아까 들어와서 씻었어.
5	왜, 무슨 일 있었어? 팀장이랑 한 판 했냐?
5	입고 있을까요?
3	콩국수 해먹었지.
6	엄마는 꼭 이렇게 늦어 진짜 짜증나
6	이제 마누라 얼굴도 기억 안난다. 아침상 받아본지가 언제인지 모르겠다.
0	 진짜로 진짜로.
6	"왜? 취해서 보내면 안되냐?	 난 취중진담, 그거 좋기만 하든데."
1	응
1	보기엔 괜찮은데?
4	아.. 결국..
4	자네 머리가 비상해서, 누가 좀 더 지원을 해줬으면 고창이놈보다 훨씬 잘 될 수 있었을텐데.
0	그만해! 왜 자꾸 우리 삼촌을 개랑 비교해.
7	저 성대 불문과요.
5	너 김모모 알아? 김모모가 그렇게 잘 나가? 유명해?
0	내가 찍긴 했지. 그런데, 내가 찍었다고 욕도 내 마음대로 못 하냐?
5	제가요?
5	너 사도세자 책 보는 거야?
0	네. 솔직히 말해요?
2	아… 한번만 봐주세요. 앞으로 게임 절대 안 할게요.
1	응. 그냥 형님이 갑자기 왜 선물을 주나 하겠네.
1	응.
0	지금 우리 엄마 욕하시는거에요?
6	야! 이쪽에다 토하면 죽는다. 저 쪽 보고 있어. 나 쳐다보지 말고. 
6	난 절대 삼촌처럼 안 돼야지.
1	어? 왜 안 먹으려고 하는데?
6	 에이, 뭐야. 호박? 호박은 별론데.
7	내일 점심 시간에 가져다 놓을게.
0	나 한다면 하는 사람이야. 나중에 내 바짓가랑이 붙잡고 애원해도 선처 없어.
6	아가씨 얼굴에서, 미래가 안 보인다고.
0	왜 그래 진짜. 배고파 죽겠는데 사람 붙잡아놓고.
5	저 쪽에 안 보이세요?
6	그냥 약이나 줘. 약 먹으면 괜찮겄지.
3	참네. 쥐띠라고 부지런한가?
7	 선생님 안녕하세요, 오랜만에 뵙네요.
0	니가 왜 결혼 생각이 없어? 예전에 형준이랑 약혼까지 했었으면서.
0	너 엄마가 오늘까지 학교 숙제 다 해놓으라고 했지. 근데 왜 하나도 안 했어
7	응. 다음 주 중으로 항공권이나 좀 알아보자.
0	내가 분명히 먼저 말했잖아. 대충 안그리고, 잘 그릴.. 잘 그릴 거라고.
7	그럴 거 없어. 친구가 너한테 되게 잘 보이고 싶었나봐. 나쁘게 생각하지말고 이해해줘. 분명 나중에 이해해줘서 고맙다는 생각을 할 거야.
1	길은 제가 아니까 아저씨는 운전만 제대로 해달라고 딱 그랬더니, 이 사람이 갑자기 차를 세우는 거야.
3	그건 네가 알겠지요. 그걸 왜 나한테 물어보세요.
4	사실 돈 벌 수 있는 길은 많은 것 같은데.        벽돌 발르는 기술을 배울 수도 있는거고, 배관공이 될 수도 있는거고.        여러가지가 많은데. 꼭 돈을 벌려고, 그렇게까지, 공부 해야되나 싶어서.
5	왜 그래? 그날이야?
7	" 진짜???	 언제 와? 언제 오는데?"
5	대단하다. 완전 짱이네요.
0	근데 그 여자들이 고등학교 때보다 더 컸는지 안 컸는지는 모르잖아요?
7	닭으로 만들었으면 건강식이지 삼계탕 건강식이잖아
3	아니 지금 아빠가 하는 말이 어른이 하는 말 같지가 않으니까 그렇지. 다 큰 할아버지가 되어가지고 누가 자기를 어떻게 챙겨주나 만 생각하고 있는 게 너무 어린아이 같잖아.
1	아들아, 이응 지읏이 뭐냐?
4	진짜야.
1	아니~ 내가 오늘 학교에서 하루살이 배웠거든?
0	좀 입을 수도 있지.
2	많이 안좋은가요?
2	죄송합니다..
0	 안 괜찮아.
5	그럼 통장은 있으시죠? 여기 서명해주시고 통장을 저한테 좀 보여주세요.
3	그래서 이렇게 자네를 부른 거 아닌가.
4	그러게. 그거 수리하는 데에도 100만 원 가까이 든대. 선배들 어제 교무실에서 선생님들한테 개 혼났다던데.
7	오늘은 몇 씬이나 찍는대?
6	올해 니가 몇 살이지?
0	강인아, 아빠가 공공장소에서는 조용히 하라고 했지?
5	그런가?
3	에휴… 괜히 나 걱정할까봐 거짓말 했나보다.. 할머니는 아빠가 담배 끊었는줄 알았어.
2	응… 어떻게 하는 건데?
6	누가 그래?
7	저희 회사에 대해 들어 보셨는지요?
0	다니라니까? 뭐가 문제야.         뭐야. 너 지금 학원비도 없어?         너는 나이가 몇인데 지금 학원비가 없어? 이거봐 이거봐,        아니라고 하면서 또 돈얘기 맞잖아. 속은 내가 등신이지.
6	아들네나, 다른 친척집 있지 않아요?
4	약속해놓고 못가게 되어서 정말 미안해.
2	자기야...
4	응....다른 놈이랑 결혼한대....
5	니가 그걸… 어떻게 알았어?
2	엄마… 오늘 엄마한테는 전화 안 왔어?
5	그 아저씨 백수야?
1	당연하죠… 오히려 저는 체대 실기 보는 게 대학 더 좋은데로 갈 수 있을거에요.
6	네….  어휴. 돌덩어리네.
5	새로 해야 된다고?  거기 원래 떼웠었어?
1	근데 택수 아저씨네 바닥이 미끄러워서, 이거 신으면 엎어 질 거 같아.
6	"아 뭔데 이리 호들갑이야.	 정신 사나워 죽겠네."
6	아무리 그래도 몸에서 바다 냄새 난다니까요 이제.
4	근데 우리가 이렇게 계속 같이 다닐 수 없으니까…
2	교수 할 나이에 나는 학생이네요.
0	이제는 인생을 즐기는거지. 무계획으로.
6	여자친구랑 여행가서 빠지는 놈을, 뭐가 이쁘다고?
7	응. 난 재민이 나오는 회차만 봐.
7	어머, 정말? 잘 됐다 얘.
5	알았다, 알았다. 그럼 할아버지가 봉숭아 물 들여줄게.
1	야 너 얼마 받았냐?
2	아니, 난 오빠의 근본적인 고민을 해결해주려는 거지.
7	네.
3	미쳤다. 나 이모부 진짜 그렇게 안 봤는데.
2	내가 경제학과잖아.
1	그냥... 엄마 핸드폰으로 하지.
6	아니..아빠는 할아버지 힘들까봐...
1	나도 그것 좀 사줘 봐. 집으로 주문해주면 내가 돈 줄게.
4	아 축의금 또 얼마 내야 되지.
4	엄마가 왜 무서워… 엄마 우리 재원이 엄마잖아…
7	아고, 예쁘다. 색이 어쩌면 저렇고 파랗냐.
1	두 살 어릴 걸?
2	소름돋아. 뭐, 뭐, 뭐야.
3	도장 아직 안 찍은 거야? 근데 이모… 저번에도 그랬었잖아. 이혼한다고 했는데, 어찌저찌 화해 해서 다시 잘 살고 있는 거 아니었어?
1	건강한 돼지 되는거지. 그래도 그냥 돼지보다는 낫지 않냐?
6	"목욕탕에 그런 게 어딨어.	 저기, 시내 가면 있지."
3	왜 맨날 남의 걸 뺏어 먹어요?
4	곧 만날텐데, 뭘 보고싶어.
5	아세요?
3	왜? 결혼 죽어도 안 한다더니.
1	아빠 오늘 늦으신대.
2	자칫하면 저뿐만 아니라 세훈이한테도 불똥이 튈 테니까요.
1	 오늘 왜 이렇게 엄마 찾는 사람이 많지… 엄마 그냥 잠깐 친구 만난다고 했어요. 금방 온대요.
0	너 때문에 내가 요새 사우나도 새벽에 가 잖아!
2	아니… 디저트로 뭐 먹을거 뭐 없냐고. 엄마 그리고 말좀 이쁘게 해. 왜 이렇게 공격적이야?
0	야, 수영이 어깨 제일 넓어져. 너같이 어깨 넓은 애가 무슨 수영을 했어?
7	내 덕분이긴~ 내가 한게 뭐가 있다고.
0	자연이도 데리고 와야지. 그런 망나니 아래서, 자라게 할 수 없다!
2	진짜야. 너가 꼭 받아 줬으면 좋겠어.
2	어머, 진짜 한 번 가봐야겠어요.
1	이번 주에는 일찍 끝내기로 약속하지.
2	그게 또 이상한 점이야… 그 병원은 의사 혼자서 다 했대.
0	이번에 시험 잘봤다며? 성적 잘나왔다며? 반에서 10등이라며?
3	응.. 그냥 복도에서 얘기만 하더라 근데 그래도 그러면 안되지!
4	알겠어요 그러면. 안 뛰어다닐게요.
2	몰라. 한 20,30만원 할걸?
1	아닙니다.
2	아니 진짜 괜찮다니까요.
7	그럼 내일 고기 구워서 같이 먹게 겉절이 좀 무쳐야겠다.
3	귀신인가보지.
4	야… 미안하다 정말.
5	이거 목구멍 다 상하는 거 아니야?
2	남자친구랑 헤어지셨어요?
0	 하... 언니... 그거랑 이거는 다르지.
4	놀라지 말고 들어. 내가 암이란다.
2	그거 백만원 가까이 하는 거야.
7	나는 리조또 시킬꺼야. 그게 죽이지 뭐.
2	그게 아까우시면 회화로 가야죠.
3	원래 주는게 어딨어, 원래. 나는 뭐 땅 파서 고춧가루 샀어? 다 돈 주고 사는 거야. 오 년을 그렇게 해줬으면 감사한줄 알고, 알아서들 좀 해야지. 에휴! 내가 자식새끼들을 다 잘 못 키웠지.
6	"아저씨,	 엄마 남자친구에요?"
3	니가 살이 쪄서 그래. 게을러 보이잖아.
5	너 내가 누군지 몰라?
2	괜찮아. 할머니, 좋은 곳으로 가셨을 거야.        김씨 할머니, 평소에 기부도 많이 하고, 좋은 분이니까.       천국 갔을거야.
6	아….
4	네…
2	관리실에서도 이유를 알 수가 없대.. 귀신이 곡할 노릇이지…
3	할아버지는 교수면서 왜 이런 것도 몰라?
0	그래? 아 불안한데. 시간 좀 지나면 엄청 후회할 것 같은데.        희진이 같은 사람이 어딨다고, 그런 여자를 두고…
1	아 이따가 오후수업 때 지금 이거 페이지 15에서 20까지 30부 복사가 필요해서요.
4	니가 살이 어디가 쪘니. 손목은 이렇게 뼈밖에 없는데.
7	 귀한 사람이 왔네?
7	아들.
2	그러니까. 그 여자도 그렇게 물었더니,        무당이, 아무래도 그 여자의 기가 너무 쎄서, 그래서 그런 것 같다고       자기보다 더 강한 무당을 찾아가라고 했대.
0	어이고, 모자가 아주 성질머리 하고는. 그러니까 그런 흉악한 일에 휘말렸지.
5	어제 저희가 안 온 게 하나 있는데.
0	아니. 제가 잠시만이라고 계속 말씀 드리잖아요. 아줌마!
2	바쁘게 살다가… 은퇴하고 나면, 생활이 적적해서, 우울증도 많이 걸리고 한다는데, 엄마는 그럴 일 없을 테니까. 바빠서!
7	아, 그러시구나... 우리 나라 사람들이 워낙에 아메리카노 좋아하니까.. 제가 못 마신다고 말 할 때마다 눈치가 많이 보여요.
0	형은 대학 갔잖아. 부모님이 학비도 내주시고.
3	준호, 동생 갖고 싶어...?
4	나? 나 한 두번 맞아 봤지. 안검하수 때문에. 눈꺼풀이 쳐지니까.
4	할머니도 어릴 때 괴롭힘 당한 적 있어?
6	오늘은 집에 계세요. 엄청 춥대요.
7	 진짜 그러면 좋겠네요. 일단 여기 너무 좋으니까 부모님이랑 상의해보고 연락 드릴게요.
7	네. 혼자 요리하면 간 하나도 안 해요.
2	혹시 이거 다 그냥 인터넷에서 긁어 오시기만 한 건 아니죠?
3	집에 엄마 없으면 어쩔 건데?
3	"다 거짓말인거 알지? 	현우 엄마가 낳은 거 알지?"
2	새로 온 직원이 메뉴를 헷갈려서…
7	가볍지가 않은데요? 
1	뭐가요?
5	정말? 왜?
1	그럼, 자유영도 못 해?
6	네…뭐….
4	근데 결혼 얘기 꺼내니까 덜컥 너무 무서워져서. 나 아직 나이도 어린데.        그렇다고 이만큼 만났는데 헤어지기도 무섭고.
0	엄마가 그랬다고?
4	앗 죄송합니다. 너무 흥분한 나머지... 최근에 약간 슬럼프가 왔었는데 오늘 세형님과의 만남이 저에게는 구원이 되어줄 것 같아요. 바쁘실텐데 시간을 내 주셔서 너무 고마워요.
1	제가 박평지입니다.
3	아무말도 안 했는데?
2	선배… 저 이 계약 파기되면, 회사에서 짤릴거에요.
4	선생님 있잖아요... 
4	응, 그러려고 했는데, 아들놈이 이민을 간다고 하더라구.
0	하.. 그냥 맥주 한 캔 먹었어!.
3	자.. 그럼 이제 좋은 이야기는 다 했으니까, 안 좋은 이야기를 시작해볼까?
7	응. 나 바람막이 사줘.
3	제발 신경 안 써 줬으면 좋겠어.
5	용돈? 왜, 갑자기 용돈 주게?
1	책 얼른 펴봐. 지난 번에 했던 거랑 숙제한 거랑 같이 펴봐.
6	 그렇게 하면 거북목 된다니까.
5	으유, 돼지. 사람이냐? 돼지냐? 라면을 세 개나 혼자 다 먹게. 어? 엄마가 밖에 나가서 외식하자는데?
4	그럼 내가 고모 주물러 줄게.
1	너희 시험 기간이 언제야?
5	잘 안보이는데.
1	우리집에... 가난한 사람이 생기겠다...
5	아니. 옷? 무슨 옷을 사.
1	한달에 칠십 만원이요.
4	응. 병문안은 못 가봤지만.. 장례식은 가봐야지. 나도 어릴 때 정섭이 오빠네 부모님 본 적도 있고. 마음이 너무 안 좋네.
5	각자 미세하게 다른 정의를 두고 쓰는 말이라 그런가?
0	"엄마가 고3이라고 혼내지도 못하니까 내가 하는 거지! 	 지금 이렇게 뒹굴거리는 시간에 하면 되잖아!"
5	와. 봐봐요.
4	그 뒤로는 한 번도 동생을 때린 적 없어요.        동생을 미워하지도 않고요. 동생은 그냥 태어나버린 거니까.        사실 걔는 잘못한 게 하나도 없으니까.
0	그봐! 삼촌도 얼마나 귀찮은지 알아? 너만 나한테 이런거 물어보는 줄 알아? 지금 할머니 할아버지 고모 할머니부터 시작해서 너까지… 왜 다들 내가 결혼을 하는지 안 하는지 이렇게 궁금해해?
5	얼평이 뭐야?
1	삼촌 76년생. 용 띠! 맞죠?
7	 근데 안 그러실 거잖아요?
0	지은이 너, 이번 달 급식 안 먹는다고 했니?
0	삐졌다. 왜.
4	"치... 그럼 엄마 안 오는 거에요...?	 다른 애들 엄마는 다 온다는데."
2	아... 아까 메모 해 둔 거 보셨나요. 사장님? 실수해서 죄송합니다. 제가 돈 계산을 좀 틀려서...
4	아 벌써 시간이 그렇게 됐네요
5	진짜? 소정이 또 볼 수 있는 거야?
5	 그렇긴 하지.
4	네. 선택지가 세가지가 있습니다.
0	자꾸 되묻지만 마시고 말씀해보세요. 왜 그러세요? 왜 반 애들 다 보는 앞에서 저 창피 주세요?
3	매일 저녁 엄마 밥 먹어봐! 고모도, 고모가 한 밥 먹고 싶을 걸?
4	아, 네. 죄송합니다.
7	설마… 냉면이야?
3	그런건~ 이거 만든 사람한테 가서 따져.
3	네.. 알겠습니다...
5	와, 저 약 바를래요!
0	아 진짜..! 모르긴 뭘 모른다고 자꾸 그러세요?!
7	아버님, 수리 끝났습니다.
6	"짐만 쏙 빼서 나간다고? 	 ...여행을 누구랑 가는데?"
7	선생님이랑 상담하니까... 그런 마음이 생기더라구요.
3	진짜… 할아버지는 유치사빤스다.
4	몰라요. 그냥.. 잃어버렸어요.
7	책도 너무 잘 읽었어. 진짜 금방 읽히더라.  어제 밤에 다 읽어서, 오늘 돌려주려고 가져왔어.
6	조심해주세요.
1	그래. 근데 저쪽에서 집은 어떻게 한다니?
3	없다. 어쩔래.
2	"거기가 집에 가는 제일 빠른 길이에요. 	그리고 일진 애들이나 고등학교 언니 오빠들 	거기서 애들 다구리 까는 거 하루 이틀도 아니구요. 	평소에는 그냥 지나가면 그런가보다 하고 말아요."
4	열심히 해도 안 되는게 있다는게 참 슬퍼
6	아니. 그렇게 자꾸 없어지니까 그러지. 그리고 그게 내가 제일 아끼는 펜이야.
1	옛말에, 바늘 도둑이 소 도둑 된다는 말이 있어. 조그만 나쁜 짓이라고 아무렇지 않게 하는 듯이 되면, 나중에는 더 큰 나쁜 짓을 하게 된다는 뜻이야. 알겠니?
3	 자. 됐다.
2	… 네… 네... 안 그럴게요.
7	아씨. 엄청 빠르게 지나갔어. 이 근처에 있을 거 같은데.       자리를 옮겨보자. 저쪽으로 간 것 같애.
2	근데 아진이가 막 딱 그만하라고 하지는 않고, 막 웃으면서 그만하라고 그래가지고 저는 아진이가 저랑 같이 장난 치는 줄 알았어요.
4	 그거 분리수거 해야 돼.
5	에? 할아버지? 예라이. 엄마아빠한테 해야지, 무슨 할아버지한테 효도를 한다 그래.
3	있어! 남자는 그런 거야!
6	지금 동생이 아파서 낑낑거리는데 누나가 되어가지고 비꼬는거야?
3	그걸 내가 어떻게 알아. 경종이한테 물어보던가. 걔 허언증있냐?  불쌍하다 그딴 찌질이나 만나는 니가.
6	나도 그맘 땐 내가 다 큰줄 알았단다
2	아. 응. 지연이네 할머니 나이 많으셔. 할머니랑 달라보여.
6	너? 너 생일 아직 두 달이나 남았잖아.
2	그런거 함부로 하면 안 되는데…. 돈도 엄청 쪼금 줄걸?
5	아는 걸 또 배우는 게 재밌어?
0	아유 없어!
4	아 진짜. 나 헷갈리는 부분이 있어서, 조금만 집중해서 볼게. 미안.  
5	실수로 주머니에 돈을 넣어놨다던가 하면 어떻게 되나요?
3	내가 뭐 한식만 해줬어? 탕수육 해주고, 피자 해주고, 스프도 해주고. 다 해줬지. 누구 닮아서 이렇게 한식만 좋아해.
1	일단, 너무 작은 차는 사고 나면 위험하기도 하고… 또 운전을 해봐야 알게 되는 여러가지들이 있어.
4	나도 내가 건승이랑 결혼할 줄 알았지.
4	아 내가 다리가 아파서..
2	음.. 맞아.. 진짜.. 특히 어른들한테는 정말 억울한 일이야.
5	요즘 10 대들은 그 정도야? 외모지상주의가 너무 심하네.
2	선도부 애들 번호가 뭔데.
5	너 지금 나 지잡대 나왔다고 무시하냐?
1	아이고… 요즘 예전같지 않게 어깨가 이렇게 쑤시는지 모르겠네.
6	먹는 것만 점점 까다로워지네
5	하필 작년에는 치정극, 범죄물 이런 거 밖에 없더라고.
6	아...! 그때 니가 하도 시끄럽게 떼를 써서 그런거잖아! 오히려 혼나야 되는데!
5	어머 누가 싼 거야?
6	응. 그때 반짝 나아지고 다시 도루묵이야.
6	매장 정리하고, 문단속 하는 거, 그게 마감이랜다.
2	예단 안한다고? 안돼 안돼. 이 사람이 장모 되실 분을 아직 잘 모르네.
0	한 달 용돈이 10만원인데, 저축을 어떻게 해.
5	 정말? 아직 일주일 정도 남았다고 하지 않았나?
1	그러게. 나도 매번 지나치면서 과자 살 생각은 못했는데, 이 참에 맛 좀 보자.
0	"너 또 친구들한테 자랑했니? 	니 것도 아닌데 그러면 어떡해."
3	"학생이 그러면 공부를 해야지. 뭘 더 해?	노는 거, 이런 담배 피는 거. 대학 가면 할 수 있는거야."
5	토끼를 고아요? 그게 뭐예요?
6	열심히 할게. 이제 그만 좀 뭐라 해. 나 단어 외워야 돼.
6	이 참에 신 팀장도 좀 반성의 기회를 가졌으면 좋겠어요. 저희 팀 팀장은 아니지만 저도 지긋지긋해서 참...
5	경수가? 걔가 그럴 애로는 안 보였는데.
7	얼마 전에 했지.
4	아니 나는 엄마 따라서 왔어.  나도 예전에 이빨 썩어 봤는데.
3	냄새 역겹게 나는 구만 뭘 방귀를 안 뀌었대.
4	아… 네….
1	너 내년에 간다고 군대? 좀 늦게 가네? 동기들은 거의 가지 않았어?
7	그래. 존중할게.
2	 아니. 엄마한테 하루만 쉰다고 하면 되지.
3	이번에도 못 끊겠구만.
4	막상 퇴임한다고 생각하니까 좀 슬프기도 하네.
2	뭘 또 노력까지 해요.
4	나는 일 그만두고 지금 재취업 알아보고 있어.
1	혹시 방금 화장실에 있다 나온거야?
3	아 됐어!!! 오늘 학주 떠서 얼차려하면 다 엄마 때문이야!!!
2	얼마 전에 주식 동아리에 들었거든.
6	간병인 써야지. 그 비용은 내가 댈게.
6	응. 그랬지.
6	지금 하는 일 급하신 거 아니면, 보고서 먼저 해서 주시면 안될까요?
0	지금 싸우자는 거예요?
0	그런 게 아니라니까!
2	네… 근데 그때 이후로 제가 진짜 메일 신경써서 보내고 있거든요.
4	이제 슬슬 그럴 때가 되긴 했지. 어머니가 돌아가신지가 벌써…         삼십년이 되었구나. 나 스물 다섯에 돌아가셨으니까.
5	 에구 깜짝이야! 누..누 누구세요?
1	어제 우리 옛날에 살던 동네에 가봤는데 나 유치원 다닐 때 제일 친한 친구였던 애를 만났다?
1	지훈아... 오늘 골키퍼 해줘서 정말 고마워.
1	훈이 걔 자리에 새 알바도 하나 구해야 되니까. 너 혹시 주변에 아는 애들 있으면 꽂아 줘.
3	아주 이혼해달라고 난리야 못볼꼴이더라
5	진짜?
2	흠… 저도 사실 고민이에요. 그래서, 저희 친언니 만나서, 어쩌면 좋을 지 같이 이야기 한번 해보려고요.
5	할아버지, 할아버지 집에도 매니큐어가 있어요?
7	그래서, 너 싸인이랑, 사진 하나 부탁해도 될까 해서.
4	영어학원 다니래.
0	"아휴 맞아. 이런 조그만 회사에서 제주도 워크샵이 웬 말이야.	 아주, 성인군자가 따로 없어요."
2	"그래서, 오늘은 갑자기 왜? 	사실 연락 와서 좀 많이 깜짝 놀랐는데."
3	 너~무 좋아해서 빼뜨렸나보다. 너~ 무 좋아해서. 가족 여행에 쏙 빠뜨렸나보다!
1	너무 긴장하지 마세요.
5	헐…
0	알겠어요. 근데 오늘 말고 나중에요.
0	내가 너한테 오빠노릇을 안 했냐? 앞으로 아쉬운 소리 하기만 해 봐라.
1	네 확인 했었습니다.
5	아 진짜? 그럼 뭐 가지고 가지?
4	지난주에 친구들이랑 낚시여행 갔다왔다고 했잖아?
3	그렇긴 한데.  어이없다 너. 그걸 무슨 생각으로 들고 다녔냐.
4	어떻게 그래….
1	취직은 했어?
6	또 너니. 이번엔 어디가 아파서 왔어?
2	언니에게 일부로 접근했다고?
3	아니긴 뭐가 아니야~ 화내는거 보니까… 맞는데?
2	 어머, 무섭긴 하겠다.
5	뭐라고?
3	새파랗게 어린게, 사람을 우습게 봐도 정도가 있지.
5	여진 인가 봐요.
0	언니 진짜 악마야!
6	무슨 벌렌데.
6	아뇨 안 나타나죠 근데 보통 누가 4등 되고 로또 됐다고 해요
2	낳아준 애비가 있을 거 아니야!?
2	배은망덕한 놈…  은혜도 모르고!
0	너 자꾸 그러면 나 화낸다?
1	들었구나?
5	누가 괴롭혀? 누가 너 왕따 시키니?
1	식빵을 말려서 가루로 내면, 건식 빵가루가 되고, 생 식빵을 그대로 갈면, 습식 빵가루가 되는거야.
7	정말?
3	암튼 밭은 이제 그만 가꿔요. 그냥 내가 사오는 거 먹고.
6	그러니까 그 때 왜 안 왔냐고.
5	요즘은 공부하나.
2	아니, 너 생각 있으면 너가 키울래?
4	또? 이번에 다섯 번째 아니야?
4	자네한테 말 안 하려고 했는데… 내가 이혼을 하게 됐어.
6	어머. 내가 날짜를 잘못 봤는가봐.
0	그건 당연한 거 아닙니까? 일 다 끝나고! 소 잃고 외양간 고치는 거 아니에요?
0	다음? 다음이 어딨어. 당장 내 집에서 나가.
3	음, 솔직히 말씀드릴게요. 요즘 유튜브라는 매체가 흥하면서 정말 많은 사람들이 이쪽 사업에 뛰어들고 있거든요? 근데 열에 아홉, 아니 백에 아흔아홉은 망해요. 왜냐, 돈이 된다는 소문만 믿고 무작정 회사부터 차리고 보는 사람들이 태반이거든요. 그렇게 고꾸라지는 사람들 중에서 동영상 매체를 꾸준히 구독해 본 경험이 있는 사람이 과연 몇이나 될까? 전 없다고 봐요.
7	알아서 어떻게 할 건데? 이번엔 마음 놓고 있어도 되는 거야 그럼? 진짜?
0	마음 같아선 그러고 싶다! 왜 헤어지려는건데?
7	그냥, 평소에는 동아리방에서 책이나 읽고, 공부하고.       근데 방학 때, 우리 같이, 캠프 갈거거든.
2	네? 저는 도통 무슨 말씀이신지…
7	오! 저 예약 걸어주세요.
0	" 김시온. 아빠가 물건 낭비하는 거 아니랬지.	 왜 한참을 쓸 수 있는 걸 버려."
1	언니가 앞장 서.
7	 그래! 나 오늘 자고가도 되지??
3	"지금은 니가 나이가 너무 어려서 안돼. 	엄마 아빠가 같이 갈 수가 없잖아. 	나중에 어른 되면, 현우 혼자 갈 수 있으니까,	그 때 보내줄게."
3	의원님은 오늘따라 왜 이렇게 방어적이십니까?
0	얘가. 유민이는 물 무서워 하잖아.  동생한테 하기 싫은 거 하라고 하면 유민이가 좋겠어?  유빈이한테 유민이 대신에 태권도 가라고 하면 갈 거야?
2	돈..? 무슨 말이야? 돈 안 빌렸는데…
4	"아 평화롭고 좋아. 이 나이가 되도록 	너무 여러가지 일들이 있어서 지금이 	여유롭고 평화롭고 좋아."
7	우와 맛있었겠다.
2	너무 무섭잖아. 나 혼자 집에 있었고, 드나든 사람도 없었는데 인기척이 난다는 게?
7	뭐야?
6	껍질에 기름이 많아서요. 지금은 절대 담백한 음식만 드셔야 돼요.
1	집에 치킨이랑 같이 먹을만한 게 있나?
4	맞아요.. 이러지도 저러지도 못해서.. 진짜 어렵고 힘들더라구요..
2	그건 그렇죠...
6	 그럼 있다가 오후에 갈게요.
0	그럼 나가서 알바라도 해야될 거 아니야. 하루 이틀도 아니고 몇 년째니 지금.
1	나중에 너 수능보러 갈 때도 오답노트 하나만 딱 들고가면 되니까~ 얼마나 편한데.
0	아이 참, 애들이 다 그러면서 크는 거지 뭘 그래요.
4	그것도 생각 안 해본 건 아닌데. 낳고 싶어. 기르고 싶고.
2	고마워. 근데, 진짜 여기에서는 왠지… UFO를 볼 수 있을 것 같애.
6	백화점 망고는 뭐 금으로 만들었대? 망고가 망고니까 비싸지.
7	아고, 고마운 청년이네. 고마워. 내가 다음에 꼭 지갑 들고올게.
6	왜 쌤 책상 위에 있던 엄청 큰 사탕 통 있었잖아요.
7	응응 고마워. 
0	내가 무슨 눈치를 줬다고 그래, 너?
7	 결혼은 돈이 좀 더 모여야 할 것 같긴 한데.
0	"엄만 그것도 모르고 세현이 엄마한테 자랑을 얼마나 했는지 알아? 	 엄마 꼴 이렇게 우습게 만들거야 너?"
7	아니에요~ 진짜 괜찮아요.
1	어머. 감사해요.
1	엄마가 서울 밥 안 먹어 봐서 그래.
6	왜 그러니?
7	야, 철수야, 삼촌이 너 선물 사왔다. 그렇게 노래를 부르길래 하나 샀어. 그러니까 또 사달라고 하면 안돼.
