	Unnamed: 0	multimodal_emotion	text_script
22195	44872	1	아 이따가 오후수업 때 지금 이거 페이지 15에서 20까지 30부 복사가 필요해서요.
22196	66516	4	니가 살이 어디가 쪘니. 손목은 이렇게 뼈밖에 없는데.
22197	73832	7	 귀한 사람이 왔네?
22198	50291	7	아들.
22199	71800	2	그러니까. 그 여자도 그렇게 물었더니,        무당이, 아무래도 그 여자의 기가 너무 쎄서, 그래서 그런 것 같다고       자기보다 더 강한 무당을 찾아가라고 했대.
22200	34437	0	어이고, 모자가 아주 성질머리 하고는. 그러니까 그런 흉악한 일에 휘말렸지.
22201	6172	5	어제 저희가 안 온 게 하나 있는데.
22202	46442	0	아니. 제가 잠시만이라고 계속 말씀 드리잖아요. 아줌마!
22203	28185	2	바쁘게 살다가… 은퇴하고 나면, 생활이 적적해서, 우울증도 많이 걸리고 한다는데, 엄마는 그럴 일 없을 테니까. 바빠서!
22204	19625	7	아, 그러시구나... 우리 나라 사람들이 워낙에 아메리카노 좋아하니까.. 제가 못 마신다고 말 할 때마다 눈치가 많이 보여요.
22205	59857	0	형은 대학 갔잖아. 부모님이 학비도 내주시고.
22206	76494	3	준호, 동생 갖고 싶어...?
22207	5170	4	나? 나 한 두번 맞아 봤지. 안검하수 때문에. 눈꺼풀이 쳐지니까.
22208	31013	4	할머니도 어릴 때 괴롭힘 당한 적 있어?
22209	75280	6	오늘은 집에 계세요. 엄청 춥대요.
22210	49121	7	 진짜 그러면 좋겠네요. 일단 여기 너무 좋으니까 부모님이랑 상의해보고 연락 드릴게요.
22211	73287	7	네. 혼자 요리하면 간 하나도 안 해요.
22212	41688	2	혹시 이거 다 그냥 인터넷에서 긁어 오시기만 한 건 아니죠?
22213	30517	3	집에 엄마 없으면 어쩔 건데?
22214	76337	3	"다 거짓말인거 알지? 	현우 엄마가 낳은 거 알지?"
22215	41054	2	새로 온 직원이 메뉴를 헷갈려서…
22216	74545	7	가볍지가 않은데요? 
22217	39548	1	뭐가요?
22218	53144	5	정말? 왜?
22219	30383	1	그럼, 자유영도 못 해?
22220	77272	6	네…뭐….
22221	58761	4	근데 결혼 얘기 꺼내니까 덜컥 너무 무서워져서. 나 아직 나이도 어린데.        그렇다고 이만큼 만났는데 헤어지기도 무섭고.
22222	57565	0	엄마가 그랬다고?
22223	3624	4	앗 죄송합니다. 너무 흥분한 나머지... 최근에 약간 슬럼프가 왔었는데 오늘 세형님과의 만남이 저에게는 구원이 되어줄 것 같아요. 바쁘실텐데 시간을 내 주셔서 너무 고마워요.
22224	40296	1	제가 박평지입니다.
22225	50622	3	아무말도 안 했는데?
22226	37835	2	선배… 저 이 계약 파기되면, 회사에서 짤릴거에요.
22227	68863	4	선생님 있잖아요... 
22228	16857	4	응, 그러려고 했는데, 아들놈이 이민을 간다고 하더라구.
22229	11080	0	하.. 그냥 맥주 한 캔 먹었어!.
22230	33760	3	자.. 그럼 이제 좋은 이야기는 다 했으니까, 안 좋은 이야기를 시작해볼까?
22231	50407	7	응. 나 바람막이 사줘.
22232	27413	3	제발 신경 안 써 줬으면 좋겠어.
22233	11054	5	용돈? 왜, 갑자기 용돈 주게?
22234	35954	1	책 얼른 펴봐. 지난 번에 했던 거랑 숙제한 거랑 같이 펴봐.
22235	54745	6	 그렇게 하면 거북목 된다니까.
22236	14786	5	으유, 돼지. 사람이냐? 돼지냐? 라면을 세 개나 혼자 다 먹게. 어? 엄마가 밖에 나가서 외식하자는데?
22237	18318	4	그럼 내가 고모 주물러 줄게.
22238	15117	1	너희 시험 기간이 언제야?
22239	45374	5	잘 안보이는데.
22240	11787	1	우리집에... 가난한 사람이 생기겠다...
22241	13423	5	아니. 옷? 무슨 옷을 사.
22242	28685	1	한달에 칠십 만원이요.
22243	15065	4	응. 병문안은 못 가봤지만.. 장례식은 가봐야지. 나도 어릴 때 정섭이 오빠네 부모님 본 적도 있고. 마음이 너무 안 좋네.
22244	12338	5	각자 미세하게 다른 정의를 두고 쓰는 말이라 그런가?
22245	46694	0	"엄마가 고3이라고 혼내지도 못하니까 내가 하는 거지! 	 지금 이렇게 뒹굴거리는 시간에 하면 되잖아!"
22246	47648	5	와. 봐봐요.
22247	71740	4	그 뒤로는 한 번도 동생을 때린 적 없어요.        동생을 미워하지도 않고요. 동생은 그냥 태어나버린 거니까.        사실 걔는 잘못한 게 하나도 없으니까.
22248	35925	0	그봐! 삼촌도 얼마나 귀찮은지 알아? 너만 나한테 이런거 물어보는 줄 알아? 지금 할머니 할아버지 고모 할머니부터 시작해서 너까지… 왜 다들 내가 결혼을 하는지 안 하는지 이렇게 궁금해해?
22249	53042	5	얼평이 뭐야?
22250	35901	1	삼촌 76년생. 용 띠! 맞죠?
22251	49259	7	 근데 안 그러실 거잖아요?
22252	11447	0	지은이 너, 이번 달 급식 안 먹는다고 했니?
22253	46481	0	삐졌다. 왜.
22254	70886	4	"치... 그럼 엄마 안 오는 거에요...?	 다른 애들 엄마는 다 온다는데."
22255	26872	2	아... 아까 메모 해 둔 거 보셨나요. 사장님? 실수해서 죄송합니다. 제가 돈 계산을 좀 틀려서...
22256	4213	4	아 벌써 시간이 그렇게 됐네요
22257	7121	5	진짜? 소정이 또 볼 수 있는 거야?
22258	58962	5	 그렇긴 하지.
22259	2485	4	네. 선택지가 세가지가 있습니다.
22260	40658	0	자꾸 되묻지만 마시고 말씀해보세요. 왜 그러세요? 왜 반 애들 다 보는 앞에서 저 창피 주세요?
22261	18074	3	매일 저녁 엄마 밥 먹어봐! 고모도, 고모가 한 밥 먹고 싶을 걸?
22262	68587	4	아, 네. 죄송합니다.
22263	18935	7	설마… 냉면이야?
22264	17570	3	그런건~ 이거 만든 사람한테 가서 따져.
22265	74197	3	네.. 알겠습니다...
22266	61193	5	와, 저 약 바를래요!
22267	37488	0	아 진짜..! 모르긴 뭘 모른다고 자꾸 그러세요?!
22268	49040	7	아버님, 수리 끝났습니다.
22269	68198	6	"짐만 쏙 빼서 나간다고? 	 ...여행을 누구랑 가는데?"
22270	19252	7	선생님이랑 상담하니까... 그런 마음이 생기더라구요.
22271	26007	3	진짜… 할아버지는 유치사빤스다.
22272	6789	4	몰라요. 그냥.. 잃어버렸어요.
22273	72136	7	책도 너무 잘 읽었어. 진짜 금방 읽히더라.  어제 밤에 다 읽어서, 오늘 돌려주려고 가져왔어.
22274	62071	6	조심해주세요.
22275	46131	1	그래. 근데 저쪽에서 집은 어떻게 한다니?
22276	37953	3	없다. 어쩔래.
22277	67785	2	"거기가 집에 가는 제일 빠른 길이에요. 	그리고 일진 애들이나 고등학교 언니 오빠들 	거기서 애들 다구리 까는 거 하루 이틀도 아니구요. 	평소에는 그냥 지나가면 그런가보다 하고 말아요."
22278	13657	4	열심히 해도 안 되는게 있다는게 참 슬퍼
22279	7847	6	아니. 그렇게 자꾸 없어지니까 그러지. 그리고 그게 내가 제일 아끼는 펜이야.
22280	20670	1	옛말에, 바늘 도둑이 소 도둑 된다는 말이 있어. 조그만 나쁜 짓이라고 아무렇지 않게 하는 듯이 되면, 나중에는 더 큰 나쁜 짓을 하게 된다는 뜻이야. 알겠니?
22281	60651	3	 자. 됐다.
22282	26718	2	… 네… 네... 안 그럴게요.
22283	71616	7	아씨. 엄청 빠르게 지나갔어. 이 근처에 있을 거 같은데.       자리를 옮겨보자. 저쪽으로 간 것 같애.
22284	54313	2	근데 아진이가 막 딱 그만하라고 하지는 않고, 막 웃으면서 그만하라고 그래가지고 저는 아진이가 저랑 같이 장난 치는 줄 알았어요.
22285	44682	4	 그거 분리수거 해야 돼.
22286	48953	5	에? 할아버지? 예라이. 엄마아빠한테 해야지, 무슨 할아버지한테 효도를 한다 그래.
22287	36135	3	있어! 남자는 그런 거야!
22288	9598	6	지금 동생이 아파서 낑낑거리는데 누나가 되어가지고 비꼬는거야?
22289	46578	3	그걸 내가 어떻게 알아. 경종이한테 물어보던가. 걔 허언증있냐?  불쌍하다 그딴 찌질이나 만나는 니가.
22290	8485	6	나도 그맘 땐 내가 다 큰줄 알았단다
22291	23239	2	아. 응. 지연이네 할머니 나이 많으셔. 할머니랑 달라보여.
22292	54395	6	너? 너 생일 아직 두 달이나 남았잖아.
22293	71716	2	그런거 함부로 하면 안 되는데…. 돈도 엄청 쪼금 줄걸?
22294	54416	5	아는 걸 또 배우는 게 재밌어?
22295	40095	0	아유 없어!
22296	60600	4	아 진짜. 나 헷갈리는 부분이 있어서, 조금만 집중해서 볼게. 미안.  
22297	40198	5	실수로 주머니에 돈을 넣어놨다던가 하면 어떻게 되나요?
22298	24337	3	내가 뭐 한식만 해줬어? 탕수육 해주고, 피자 해주고, 스프도 해주고. 다 해줬지. 누구 닮아서 이렇게 한식만 좋아해.
22299	21813	1	일단, 너무 작은 차는 사고 나면 위험하기도 하고… 또 운전을 해봐야 알게 되는 여러가지들이 있어.
22300	41935	4	나도 내가 건승이랑 결혼할 줄 알았지.
22301	66447	4	아 내가 다리가 아파서..
22302	24481	2	음.. 맞아.. 진짜.. 특히 어른들한테는 정말 억울한 일이야.
22303	11649	5	요즘 10 대들은 그 정도야? 외모지상주의가 너무 심하네.
22304	54690	2	선도부 애들 번호가 뭔데.
22305	39491	5	너 지금 나 지잡대 나왔다고 무시하냐?
22306	16715	1	아이고… 요즘 예전같지 않게 어깨가 이렇게 쑤시는지 모르겠네.
22307	948	6	먹는 것만 점점 까다로워지네
22308	40366	5	하필 작년에는 치정극, 범죄물 이런 거 밖에 없더라고.
22309	53836	6	아...! 그때 니가 하도 시끄럽게 떼를 써서 그런거잖아! 오히려 혼나야 되는데!
22310	6442	5	어머 누가 싼 거야?
22311	8921	6	응. 그때 반짝 나아지고 다시 도루묵이야.
22312	78656	6	매장 정리하고, 문단속 하는 거, 그게 마감이랜다.
22313	55745	2	예단 안한다고? 안돼 안돼. 이 사람이 장모 되실 분을 아직 잘 모르네.
22314	61475	0	한 달 용돈이 10만원인데, 저축을 어떻게 해.
22315	8252	5	 정말? 아직 일주일 정도 남았다고 하지 않았나?
22316	17102	1	그러게. 나도 매번 지나치면서 과자 살 생각은 못했는데, 이 참에 맛 좀 보자.
22317	64618	0	"너 또 친구들한테 자랑했니? 	니 것도 아닌데 그러면 어떡해."
22318	75651	3	"학생이 그러면 공부를 해야지. 뭘 더 해?	노는 거, 이런 담배 피는 거. 대학 가면 할 수 있는거야."
22319	63290	5	토끼를 고아요? 그게 뭐예요?
22320	54790	6	열심히 할게. 이제 그만 좀 뭐라 해. 나 단어 외워야 돼.
22321	8419	6	이 참에 신 팀장도 좀 반성의 기회를 가졌으면 좋겠어요. 저희 팀 팀장은 아니지만 저도 지긋지긋해서 참...
22322	45308	5	경수가? 걔가 그럴 애로는 안 보였는데.
22323	55868	7	얼마 전에 했지.
22324	60570	4	아니 나는 엄마 따라서 왔어.  나도 예전에 이빨 썩어 봤는데.
22325	34779	3	냄새 역겹게 나는 구만 뭘 방귀를 안 뀌었대.
22326	15305	4	아… 네….
22327	44308	1	너 내년에 간다고 군대? 좀 늦게 가네? 동기들은 거의 가지 않았어?
22328	71471	7	그래. 존중할게.
22329	58040	2	 아니. 엄마한테 하루만 쉰다고 하면 되지.
22330	52638	3	이번에도 못 끊겠구만.
22331	38817	4	막상 퇴임한다고 생각하니까 좀 슬프기도 하네.
22332	76909	2	뭘 또 노력까지 해요.
22333	44400	4	나는 일 그만두고 지금 재취업 알아보고 있어.
22334	31779	1	혹시 방금 화장실에 있다 나온거야?
22335	54691	3	아 됐어!!! 오늘 학주 떠서 얼차려하면 다 엄마 때문이야!!!
22336	73946	2	얼마 전에 주식 동아리에 들었거든.
22337	56132	6	간병인 써야지. 그 비용은 내가 댈게.
22338	56884	6	응. 그랬지.
22339	56085	6	지금 하는 일 급하신 거 아니면, 보고서 먼저 해서 주시면 안될까요?
22340	62729	0	지금 싸우자는 거예요?
22341	11603	0	그런 게 아니라니까!
22342	42989	2	네… 근데 그때 이후로 제가 진짜 메일 신경써서 보내고 있거든요.
22343	59837	4	이제 슬슬 그럴 때가 되긴 했지. 어머니가 돌아가신지가 벌써…         삼십년이 되었구나. 나 스물 다섯에 돌아가셨으니까.
22344	45629	5	 에구 깜짝이야! 누..누 누구세요?
22345	35444	1	어제 우리 옛날에 살던 동네에 가봤는데 나 유치원 다닐 때 제일 친한 친구였던 애를 만났다?
22346	21586	1	지훈아... 오늘 골키퍼 해줘서 정말 고마워.
22347	15824	1	훈이 걔 자리에 새 알바도 하나 구해야 되니까. 너 혹시 주변에 아는 애들 있으면 꽂아 줘.
22348	3892	3	아주 이혼해달라고 난리야 못볼꼴이더라
22349	57749	5	진짜?
22350	29542	2	흠… 저도 사실 고민이에요. 그래서, 저희 친언니 만나서, 어쩌면 좋을 지 같이 이야기 한번 해보려고요.
22351	63170	5	할아버지, 할아버지 집에도 매니큐어가 있어요?
22352	55432	7	그래서, 너 싸인이랑, 사진 하나 부탁해도 될까 해서.
22353	60480	4	영어학원 다니래.
22354	62172	0	"아휴 맞아. 이런 조그만 회사에서 제주도 워크샵이 웬 말이야.	 아주, 성인군자가 따로 없어요."
22355	78842	2	"그래서, 오늘은 갑자기 왜? 	사실 연락 와서 좀 많이 깜짝 놀랐는데."
22356	13024	3	 너~무 좋아해서 빼뜨렸나보다. 너~ 무 좋아해서. 가족 여행에 쏙 빠뜨렸나보다!
22357	43262	1	너무 긴장하지 마세요.
22358	44990	5	헐…
22359	45929	0	알겠어요. 근데 오늘 말고 나중에요.
22360	14777	0	내가 너한테 오빠노릇을 안 했냐? 앞으로 아쉬운 소리 하기만 해 봐라.
22361	46412	1	네 확인 했었습니다.
22362	14713	5	아 진짜? 그럼 뭐 가지고 가지?
22363	67373	4	지난주에 친구들이랑 낚시여행 갔다왔다고 했잖아?
22364	58244	3	그렇긴 한데.  어이없다 너. 그걸 무슨 생각으로 들고 다녔냐.
22365	67395	4	어떻게 그래….
22366	44398	1	취직은 했어?
22367	54654	6	또 너니. 이번엔 어디가 아파서 왔어?
22368	41906	2	언니에게 일부로 접근했다고?
22369	29223	3	아니긴 뭐가 아니야~ 화내는거 보니까… 맞는데?
22370	68683	2	 어머, 무섭긴 하겠다.
22371	48947	5	뭐라고?
22372	33453	3	새파랗게 어린게, 사람을 우습게 봐도 정도가 있지.
22373	9227	5	여진 인가 봐요.
22374	57792	0	언니 진짜 악마야!
22375	78121	6	무슨 벌렌데.
22376	4020	6	아뇨 안 나타나죠 근데 보통 누가 4등 되고 로또 됐다고 해요
22377	41020	2	낳아준 애비가 있을 거 아니야!?
22378	41006	2	배은망덕한 놈…  은혜도 모르고!
22379	14198	0	너 자꾸 그러면 나 화낸다?
22380	15914	1	들었구나?
22381	8453	5	누가 괴롭혀? 누가 너 왕따 시키니?
22382	23987	1	식빵을 말려서 가루로 내면, 건식 빵가루가 되고, 생 식빵을 그대로 갈면, 습식 빵가루가 되는거야.
22383	10846	7	정말?
22384	59287	3	암튼 밭은 이제 그만 가꿔요. 그냥 내가 사오는 거 먹고.
22385	56973	6	그러니까 그 때 왜 안 왔냐고.
22386	48968	5	요즘은 공부하나.
22387	41745	2	아니, 너 생각 있으면 너가 키울래?
22388	60150	4	또? 이번에 다섯 번째 아니야?
22389	33707	4	자네한테 말 안 하려고 했는데… 내가 이혼을 하게 됐어.
22390	56572	6	어머. 내가 날짜를 잘못 봤는가봐.
22391	15496	0	그건 당연한 거 아닙니까? 일 다 끝나고! 소 잃고 외양간 고치는 거 아니에요?
22392	38483	0	다음? 다음이 어딨어. 당장 내 집에서 나가.
22393	8373	3	음, 솔직히 말씀드릴게요. 요즘 유튜브라는 매체가 흥하면서 정말 많은 사람들이 이쪽 사업에 뛰어들고 있거든요? 근데 열에 아홉, 아니 백에 아흔아홉은 망해요. 왜냐, 돈이 된다는 소문만 믿고 무작정 회사부터 차리고 보는 사람들이 태반이거든요. 그렇게 고꾸라지는 사람들 중에서 동영상 매체를 꾸준히 구독해 본 경험이 있는 사람이 과연 몇이나 될까? 전 없다고 봐요.
22394	1770	7	알아서 어떻게 할 건데? 이번엔 마음 놓고 있어도 되는 거야 그럼? 진짜?
22395	11969	0	마음 같아선 그러고 싶다! 왜 헤어지려는건데?
22396	71529	7	그냥, 평소에는 동아리방에서 책이나 읽고, 공부하고.       근데 방학 때, 우리 같이, 캠프 갈거거든.
22397	41291	2	네? 저는 도통 무슨 말씀이신지…
22398	55148	7	오! 저 예약 걸어주세요.
22399	65769	0	" 김시온. 아빠가 물건 낭비하는 거 아니랬지.	 왜 한참을 쓸 수 있는 걸 버려."
22400	17781	1	언니가 앞장 서.
22401	48341	7	 그래! 나 오늘 자고가도 되지??
22402	76390	3	"지금은 니가 나이가 너무 어려서 안돼. 	엄마 아빠가 같이 갈 수가 없잖아. 	나중에 어른 되면, 현우 혼자 갈 수 있으니까,	그 때 보내줄게."
22403	40428	3	의원님은 오늘따라 왜 이렇게 방어적이십니까?
22404	47025	0	얘가. 유민이는 물 무서워 하잖아.  동생한테 하기 싫은 거 하라고 하면 유민이가 좋겠어?  유빈이한테 유민이 대신에 태권도 가라고 하면 갈 거야?
22405	32813	2	돈..? 무슨 말이야? 돈 안 빌렸는데…
22406	67734	4	"아 평화롭고 좋아. 이 나이가 되도록 	너무 여러가지 일들이 있어서 지금이 	여유롭고 평화롭고 좋아."
22407	48425	7	우와 맛있었겠다.
22408	24230	2	너무 무섭잖아. 나 혼자 집에 있었고, 드나든 사람도 없었는데 인기척이 난다는 게?
22409	29187	7	뭐야?
22410	74933	6	껍질에 기름이 많아서요. 지금은 절대 담백한 음식만 드셔야 돼요.
22411	43557	1	집에 치킨이랑 같이 먹을만한 게 있나?
22412	37656	4	맞아요.. 이러지도 저러지도 못해서.. 진짜 어렵고 힘들더라구요..
22413	53441	2	그건 그렇죠...
22414	7838	6	 그럼 있다가 오후에 갈게요.
22415	45972	0	그럼 나가서 알바라도 해야될 거 아니야. 하루 이틀도 아니고 몇 년째니 지금.
22416	12053	1	나중에 너 수능보러 갈 때도 오답노트 하나만 딱 들고가면 되니까~ 얼마나 편한데.
22417	15508	0	아이 참, 애들이 다 그러면서 크는 거지 뭘 그래요.
22418	58860	4	그것도 생각 안 해본 건 아닌데. 낳고 싶어. 기르고 싶고.
22419	72007	2	고마워. 근데, 진짜 여기에서는 왠지… UFO를 볼 수 있을 것 같애.
22420	56353	6	백화점 망고는 뭐 금으로 만들었대? 망고가 망고니까 비싸지.
22421	49422	7	아고, 고마운 청년이네. 고마워. 내가 다음에 꼭 지갑 들고올게.
22422	77357	6	왜 쌤 책상 위에 있던 엄청 큰 사탕 통 있었잖아요.
22423	50173	7	응응 고마워. 
22424	38378	0	내가 무슨 눈치를 줬다고 그래, 너?
22425	55839	7	 결혼은 돈이 좀 더 모여야 할 것 같긴 한데.
22426	50827	0	"엄만 그것도 모르고 세현이 엄마한테 자랑을 얼마나 했는지 알아? 	 엄마 꼴 이렇게 우습게 만들거야 너?"
22427	19443	7	아니에요~ 진짜 괜찮아요.
22428	44261	1	어머. 감사해요.
22429	16508	1	엄마가 서울 밥 안 먹어 봐서 그래.
22430	77571	6	왜 그러니?
22431	27180	7	야, 철수야, 삼촌이 너 선물 사왔다. 그렇게 노래를 부르길래 하나 샀어. 그러니까 또 사달라고 하면 안돼.
22432	12752	1	음... 그래서… 제가 알려드릴게요.
22433	10833	3	너는 지금이 4시냐?
22434	18812	1	응. 이모가 영화표 사줄게. 희동이랑 보러 갔다와.
22435	73254	7	"응 지금 메일만 보내면 돼. 잠깐만 	 보냈다."
22436	63057	0	알았어. 가져와봐.
22437	38072	0	안하면, 나 경찰에 신고할거야.
22438	44992	0	너무하네.
22439	19352	7	처음에는 뭐... 거의 뼈를 새로 맞추는 느낌?
22440	36192	3	응… 아빠 몰랐어? 저번에 아빠랑 만날 때 엄마랑 멀리서 보고서 얼마나 웃었는지 몰라. 아빠만 팔이 짧아서 엄청 웃기더라고.
22441	44799	1	 이 제품 지금 하시면 제가 특별히 20장 까지 빼드릴게요.
22442	8709	6	살 찌니까 그렇지.. 근데 나는 점심을 안 먹고는 못 살겠더라구
22443	27998	3	내가 그 말도 했어. 우리 아들이 그러는데, 15일 이내에는 무조건 환불이 된다더라. 그랬는데 막 눈을 부라리면서, 그러면 그 기계값을 자기가 떠맡는 구조라면서 막 소리를 지르더라고.
22444	12154	4	난 내 마음대로 하는게 좋아.
22445	5340	3	나도 그런 줄 알았거든? 근데 그게 돈 받고 하는 거라던데. 일당이 꽤 쏠쏠하다네.
22446	72769	7	그럼 뭐해줄건데?
22447	34907	4	배 … 고픈데. 지금 실험중이라 아무것도 먹으면 안돼.
22448	45372	5	저 쪽이요?
22449	75001	2	저… 한 2년 정도 유학을 다녀오려고 하는데,        그동안 모은 돈이 좀 모자라서요. 부모님께 말씀드리기는 죄송해서….
22450	30704	4	나? 당연하지. 아직도 가끔 우리 어머니 꿈에 나온다.
22451	18330	4	고모보다 엄마가 요리를 잘하나 봐. 아빠, 밥 맨날 두 그릇 씩 먹어.
22452	7060	0	유치원에서 주영이가 그랬단 말이야.
22453	38842	5	‘S유통’은 왜?
22454	17223	0	여기 너 말고 누가 있어.
22455	44665	1	그런가 봐요. 돈 버는 거 진짜 빡세네요.
22456	17529	4	음… 나는 어릴 때… 너 라고 했어.
22457	25314	1	이번에 우리 여행 계 어디로 가기로 했어?
22458	38803	3	선물하고 정하고 무슨 상관이야? 애들한테 전해줘. 난 그런 거 안 받는다고.
22459	77274	6	네….
22460	39655	3	은혜 같은 소리하네. 폐인처럼 사는 거 가여워서 밥 한끼 적선하려고 했더니… 주제도 모르고 기어오르는 거 봐. 내가 기가 차서…
22461	76802	3	"그랬구나. 	공부를 잘못해서 이번 시험이 평소보다 성적이 잘 안 나왔구나."
22462	58503	5	네? 제가 뭘…
22463	34258	0	엄마한테 숨겨진 아들이 있었다는거… 나한테 얘기해줬어야지…
22464	7017	0	아빠가 말하는데 안 들어?
22465	4839	4	그렇지.. 다들 스펙이 좋으니까 회사도 누굴 뽑아야할지 모르는 것 같아
22466	18330	4	고모보다 엄마가 요리를 잘하나 봐. 아빠, 밥 맨날 두 그릇 씩 먹어.
22467	42745	2	죄송해요… 어떡하죠? 많이들 그러세요?
22468	76298	3	 됐어. 괜찮아.
22469	1337	6	네 이해가 꼭 필요한 것도 아니야.
22470	16987	1	응, 내 친구가 하는데, 그래도 돈이 좀 벌리기는 한다더라고.
22471	37698	2	8반? 우리 반 애들이?  그럴리가… 우리 반 애들은 그럴 애들이 아닌데…?
22472	3550	3	 그러니까 이... 명.진.아 씨는 너의 그런 감수성에 반했다는 거지?
22473	12365	1	처음엔 다 그래.
22474	2808	7	어머. 비법 있으시면 혼자 알고 계시지 말고 아빠 좀 알려주세요. 하루가 다르게 쳐지시는 거 같아,
22475	71066	3	에이. 그거 다 너 겁주려고 하는 얘기야.
22476	74954	6	요즘 애들은 다 하루에 한 번씩 머리를 감거든요.        다른 애들은 다 그렇게 하는데,        민혁이만 이틀에 한 번씩 씻어서, 애들이 싫어해요.
22477	59645	4	그래. 그거 그렇게 해 줘라.
22478	53432	2	요즘 어때. 회사 부도 났다면서.
22479	49996	0	그래도 싫어! 엄마는 바보야!
22480	7830	5	밖에 보니까 국기가 안 걸렸던데.
22481	19523	7	그쵸? 새 노트북 쓸 생각하니까 기분이 좋네요.
22482	39969	0	야. 집에 돈 좀 있다고 유세떠냐?
22483	2850	4	 어디 보자. 야 난 잘 안보인다. 이제.
22484	42301	3	하, 이 바닥에서 살아남으려면 싸이코패스이거나 둔감한 멍청이거나.. 둘 중 하나밖에 없지.
22485	73905	2	아니, 1303호는 분명히 공실일텐데?
22486	58074	2	네. 지도에 찾아보긴 했는데, 근데 너무 어렵더라고요. 길이 좀 복잡하던데.
22487	74854	6	아니, 유학을 갈 기회가 생겼다는데, 그걸 왜 남자 때문에 차버리냐고. 내가 속이 다 상해서.
22488	1092	6	저기 혹시 생크림에도 설탕 들어가나요?
22489	28576	7	이번 교내 백일장에서 도진이 네가 쓴 글이 장원으로 뽑혔더라.. 평소에 글 쓰는 데에 관심이 많니?
22490	47680	0	그걸 내가 어떻게 알아?
22491	8286	6	그랬었지. 회사에 우리 팀 미워하는 사람이라도 있나? 왜 이런 무시무시한 소식을...
22492	30632	7	응. 나는 거의 다 좋아.
22493	29583	3	제가 인터넷에 리뷰 올리면, 이깟 가게 망하게 하는 것쯤은 일도 아니에요.
22494	61372	4	난 아직 잘 모르겠어.
22495	2320	7	그럼 케익이라도?
22496	1749	3	어휴, 내가 못 살아. 생활 습관 좀 고치라고 그렇게 잔소리를 해도!
22497	72109	7	좋아요.
22498	45677	5	30만원? 왜? 학교에서 뭐 한대?
22499	50659	0	그럼 못 가는거지 뭐.
22500	1687	6	응. 걔가 용돈이 지금 한 달에 얼마지?
22501	63763	4	안 돼요. 그건 누나가 마음대로 결정할 수가 없어요.
22502	38856	5	아... 그랬나요? 그랬나 보네요.
22503	56248	7	서순 할머니, 오늘 몸 좀 어떠세요? 속은 괜찮으세요?
22504	73362	7	"그 사이로 바람이 불어오는데, 가을인거야. 	분명 전 날까지는 여름이었는데. 하늘도 공기 냄새도. 	그냥 자고 일어났는데 가을이 됐어."
22505	17002	1	응, 거기 고등학생들이 밤만 되면 모여서 술먹고 담배핀다던데?
22506	23325	1	아 머리 색깔이 염색도 안 했는데 갈색인 친구가 있어?
22507	49234	7	아이스 아메리카노 하나. 사이즈는 작은 걸로 드릴까요 큰 걸로 드릴까요?
22508	38505	4	제가 내일까지 꼭 부쳐 드릴게요.
22509	33283	4	여기 이렇게 사람 붐비는 거 보니까… 상대적 박탈감 든다. 불경기, 불경기 하는 와중에도… 이렇게 사람이 많다니!
22510	17028	1	그러니까 말이야. 우리 대학교 때 같이 연극반 하면서 그 비슷한 내용 공연 했었는데.
22511	41470	2	아… 클났다. 핸드폰도 버스에 있는데…
22512	71996	7	그럼 남산에 갈까?
22513	6980	4	안 돼, 싫어. 지금도 엄청 아프단 말이야!
22514	35595	4	아빠가 엄마를 힘들게 한 거 아니면 뭐야. 아빠는 진짜 나쁜 사람이야. 요즘 집에 들어오지도 않고, 엄마가 이렇게 힘든지도 모르지?
22515	38670	2	네.. 근데 가격이 좀 부담이 되네요.
22516	51925	0	몰라, 나 시계 못 읽어. 할머니 딱 5분만, 응?
22517	18708	4	그래도… 나도 돕고 싶은데... 안될까?
22518	73065	3	근데 왜 1등을 못 해?
22519	41080	2	아니에요… 저는 이 동네 사람도 아니에요…
22520	9992	5	왜 얘기 안 해 얘기 해줘야지..
22521	31513	1	응.
22522	39547	2	언제까지라고 하셨죠?
22523	9320	5	한우?
22524	73760	7	그건 그렇죠. 그래도 키 컸다니 기분 좋네요.       선생님은 여전하시네요. 늙지를 않으시는 것 같아요.
22525	53779	6	내가 그럴 줄 알았어! 엄마 그거말고 다른 옷은 없어?
22526	11151	0	그건 그거고.. 아무튼 안돼.
22527	71425	7	완전 미녀와 야수도 아니고. 천재와 꼴통인가?
22528	49661	7	응?
22529	40255	1	먼저, 회사 네트워크에 대해 알려드릴게요.
22530	49558	7	오빠 나 크리스마스 선물 뭘로 줄거야?
22531	25198	2	호들갑이 아니라! 다리에 마비 오면 정말 위험한 걸수도 있다니까!
22532	8866	6	무슨 기한까지 정해?
22533	19472	7	뭐 어디서 잔치라도 해?
22534	64926	4	어제 꿈에 느이 엄마가 나왔어.
22535	56493	6	나는 아무거나 좋아.
22536	54935	6	미안해. 앞으로는 생각하고 말할게.
22537	75679	6	그리고, 다른 학교 학생 애들은 왜 데리고 간거야?       너네 그러고 다니면, 우리 학교 명예 실추되는거야.
22538	19584	7	그래 차 사면 진짜 좋아.
22539	73211	7	응 그것도 그렇고.
22540	39567	0	아니, 그럼 다 상한 샌드위치 그 역겨운 냄새 나는 걸, 내가 들고 와야 했다는 거예요?
