	multimodal_emotion	text_script
72769	7	그럼 뭐해줄건데?
72770	6	와 치사해!
72771	5	오늘 준호 불러준 것도 나잖아.
72772	5	준호오빠가 나 보러 오는 걸 수도 있잖아!
72773	6	"아닐걸. 	 준호 아직 니 이름도 헷갈려 하던데."
72774	5	 헐. 진짜로...?
72775	6	어, 유진인가? 유빈이? 이러던데.
72776	6	뭐야...
72777	6	뭘 또 그렇게 순식간에 시무룩해져.
72778	6	나 혼자만 좋아하고 있었던 거네...
72779	5	"그럴 수도 있지.	 어떻게 맨날 서로 좋아하냐?	 드라마도 아니고."
72780	6	나는 맨날 그랬는데...
72781	5	그건 니가 아직 어려서 그랬던 거고.
72782	6	"아니거든! 	 오빠도 나랑 네 살 차이밖에 안나면서!"
72783	5	쩄든. 오늘 준호 붙잡고 있어? 아니면 그냥 보내?
72784	6	"음... 준호오빠보면 좋을 것 같고...	 또 속상할 거 같기도 하고...."
72785	6	"거 참! 복잡하네. 빨리 결정해.	 붙잡고 있어? 그냥 보내?"
72786	6	음... 붙잡고 있어주라...
72787	7	알았어. 그럼 올 때 아이스크림.
72788	6	치사해...
72789	7	"오빠 뭐 좋아하는 지 알지.	 거북콘 말곤 안 먹는다."
72790	5	" 	 다녀왔습니다!!"
72791	7	왔어? 아이스크림은?
72792	5	아 깜빡했다!
72793	6	야!
72794	5	준호오빠는?
72795	6	"방금 갔어.	 오다 못 봤어?"
72796	5	뭐야. 붙잡고 있어 준다매!
72797	6	엄마가 불러서 가야된다는데 어떡해! 너도 아이스크림 안 사왔잖아.
72798	6	이럴 줄 알고 안 사온거야.
72799	6	거짓말 치네. 준호 없는 지도 몰랐으면서!
72800	6	그냥 느껴졌거든!
72801	6	거짓말. 입만 열면 거짓말이야.
72802	6	"오빠가 더 거짓말쟁이야!	 붙잡아 준다 해놓고!!!	 준호오빠 보고싶어서 막 달려왔는데!"
72803	5	넌 대체, 준호 어디가 그렇게 좋냐?
72804	5	얼굴이지 당연히.
72805	5	넌 얼굴밖에 안 보냐?
72806	5	잘생기면 성격도 좋아.
72807	5	와.
72808	5	왜. 뭐.
72809	7	내가 성격이 좋은 이유를 이제야 깨달아서..!
72810	6	"무슨 소리야.	 오빠 성격 완전 더러워."
72811	6	"야! 내 성격이 뭐가 더러워.	 너랑 같이 살아서 이렇게 된 거지,  나 원래 성격 되게 좋아."
72812	6	"아니야. 내가 성격이 좋아서.. 	 오빠랑 같이 살 수 있는 거야.	 오빠는 딱 오빠같은 동생 있어봤음 좋겠다."
72813	6	"야, 내가 할 말이거든?	 너야말로 딱 너같은 오빠를 만나 봐야지."
72814	7	"난 나같은 오빠말고	 준호오빠를 만날 거야."
72815	6	기승전 준호냐.
72816	4	"야 근데... 	 좋은 소식이 있고, 나쁜 소식이 있는데 뭐부터 들을래?"
72817	1	음... 나쁜 소식!
72818	5	"그래.	 나쁜 소식은...	 준호가 여자친구가 생겼다는 거야."
72819	5	 진짜로.....?
72820	7	어. 일주일 됐대.
72821	1	....좋은 소식은 뭔데...?
72822	7	그 여자친구가 너를 좀 닮았어.
72823	6	 그게 어떻게 좋은 소식이야!
72824	7	준호 취향이 쨌든, 니 쪽이라는 거잖아.
72825	0	"이제 그게 뭔 상관이야!	 어차피 여자친구가 생겨버렸는데...!"
72826	7	아니, 걔랑 헤어지면 니 차례가 올 수도 있잖아.
72827	4	언제 헤어지는데...?
72828	7	그거야 모르지. 이대로 쭉 사겨서 결혼할 수도 있고.
72829	6	아 진짜 놀리냐고!
72830	7	조금...? 
72831	0	오빠 진짜, 성격 완전 더러워!!!
72832	6	"뭘 또 그렇게 충격받고 그래.	 너 좋아하는 애들 많다매.	 걔들 중에서 골라서 사귀면 되잖아."
72833	6	난 준호오빠가 좋다고....
72834	5	"아니, 준호 몇번 만나지도 않았는데	 진짜 얼굴 하나보고 좋아한다고?"
72835	7	"어! 잘생겼잖아!	 그래서 좋다고!  준호오빠만큼 잘생긴 애들이 없잖아!"
72836	5	진짜...대박이다.
72837	6	"오빠는 모쏠이면서!	 뭘 안다고 그래!"
72838	0	이게. 최대한 도와주려고 애쓴 사람한테!
72839	0	"됐어! 그때 오빠가 준호오빠 못 가게 	 붙잡고만 있었어도! 	 여친 안 생겼을 수도 있잖아!"
72840	5	"어...? 그러고보니, 	 일주일 됐으면, 딱 그날에 사귄 걸 수도 있겠구나."
72841	4	어....진짜.
72842	5	그러네. 그날이 딱 일주일 전이네!
72843	0	뭐야....!!! 오빠 진짜 바보!!!!
72844	1	야 김혜민. 너 아까 왜 집에 혼자 왔어?
72845	5	응? 오빠 어떻게 알아?
72846	1	아까 보니까. 너 혼자 오더만. 친구들은 어디 가고?
72847	5	아, 내 친구들 오늘 다 학원 갔어.        나만 방향이 달라서 그냥 혼자 온거야.
72848	5	진짜로? 애들이랑 싸운 건 아니고?
72849	6	응. 내가 애들이랑 왜 싸워?
72850	4	아니. 그럴 수도 있지. 그럼 애들이랑 잘 지내는거지?        엄마가 걱정하실 수도 있어서.
72851	6	나 잘 지내. 걱정 마.
72852	1	수진인가? 너 친한 친구. 걔는 왜 요즘 집에 안 와?
72853	7	수진이 전학 갔어.
72854	5	정말? 수진이 보고 싶겠네.
72855	7	응…. 보고 싶어. 그래서        방학 때 수진이네 동네, 놀러가기로 했어.       그리고 편지도 써서 보내고 있어.
72856	1	답장은 와?
72857	7	오지. 그리고 우리 영상통화도 해.
72858	7	뭐야. 잘 지내고 있네.
72859	7	오빠, 엄마 생일 선물 뭐 주지?
72860	5	아 맞다. 엄마 다음주 생일이지.
72861	6	뭐야 까먹고 있었어? 오빠 너무해.        엄마가 알면 완전 서운할 듯.       엄마는 오빠만 좋아하는데.
72862	6	뭐야. 엄마가 왜 나만 좋아해. 너도 좋아해.
72863	0	아니야. 엄마가 나보다 오빠를 백배 더 좋아해.
72864	5	그걸 니가 어떻게 알아?
72865	7	딱 보면 알지. 근데 그래도 엄마 생각하는 건        나밖에 없어.
72866	6	나도 생각하거든?
72867	5	근데 어떻게 생일을 까먹을 수 있어?
72868	4	나는 내 생일도 까먹어.
72869	6	완전 바보네.
72870	6	너보단 똑똑하거든?
72871	6	암튼, 그래서 엄마 선물 뭐 해줘.        오빠 아이디어 없어?
72872	7	음… 꽃 같은건 어때?
72873	0	엄마 알레르기 있잖아 바보야.
72874	5	아 그래?
72875	0	거봐. 엄마한테 관심 하나도 없어.
72876	7	그럼 뭐 드리지. 아니면, 이제 여름이니까      휴대용 선풍기 사드릴까?
72877	5	오 그거 괜찮다. 그거 얼마 하지?
72878	7	그거 싼거 사면 한 2만원 할걸?
72879	5	오빠 돈 얼마나 있는데?
72880	7	나는 용돈 남은거 만오천 원.
72881	5	그럼 딱이다. 나도 오천 얼마 있어.
72882	6	내가 너무 많이 내는 거 같은데?
72883	6	아니야. 오빠가 나보다 나이 훨씬 많잖아.       그러니까 더 내야지.
72884	0	그런게 어딨냐.
72885	6	오빠가 나보다 용돈도 많이 받잖아.       맨날 그걸로 피씨방 가면서.        그거 아껴서 엄마 선물 좀 줘.
72886	6	알았어. 그래서 만오천원 낸다잖아.
72887	7	 그래. 그럼 언제 사러가지?
72888	7	지금 사러갈까?
72889	7	그래.
72890	6	오빠 나 엄마한테, 동생 갖고 싶다고 말할래.
72891	1	동생? 동생 갖고 싶냐?
72892	6	어.
72893	6	갑자기 왜?
72894	7	현수네 동생 보니까, 애기 너무 귀여워.       나도 애기 옷도 입혀주고 싶고, 맘마도 먹여주고 싶어.       그리고 애기가 잘 때 너무 귀여워. 사진도 찍고 싶어.
72895	6	근데 애기가 막 울면 어떡하게? 그럼 엄청 시끄러울걸.
72896	6	그건 참으면 되지. 그 정도도 못 참냐.
72897	6	어. 나는 시끄러운 거 세상에서 제일 싫어.        너 애기 때도 너무 시끄러웠어.
72898	6	나 애기 때? 그게 생각나?
72899	6	그래. 내가 너 너무 시끄러워서 코 막고 그랬어.
72900	6	헐. 나빴어. 나 죽을 뻔 한 거 아니야?
72901	7	엄마가 바로 때려서 괜찮았어.
72902	5	진짜 나빴어. 나는 오빠같은 언니 절대 안 돼.
72903	6	언니일줄 어떻게 아냐? 남동생일 수도 있는데?       너 그러면 걔랑 놀아줄 수 있어?
72904	6	음…. 여자 애기가 더 좋은데.
72905	6	그건 니가 선택하는 게 아니잖아. 남동생일 수도 있다니까?
72906	6	오빠. 엄마가 간식 뭐 먹을거냐고 물어봐.
72907	5	나 나갈건데? 간식 안 먹어.
72908	6	어디 가는데?
72909	7	애들이랑 축구하러.
72910	5	이렇게 더운데 축구를 한다고?
72911	7	괜찮아. 땀 흘리면 되지.
72912	6	남자들은 진짜 신기하다. 어떻게 그렇게 운동을 하지?
72913	7	나는 너가 더 신기하다.
72914	6	근데 나도 축구 하고 싶다. 심심한데.
72915	6	나중에 애들이랑 해.
72916	6	나도 같이 하면 안돼?
72917	6	안 돼. 너 축구 못 하잖아.
72918	6	배우면 되지.
72919	6	됐어. 귀찮아 죽겠네. 나 빨리 나가야 돼.
72920	6	너무해.
72921	7	이따 봐.
72922	7	오빠. 오빠 피아노 칠 줄 알지?
72923	6	응. 그런데. 왜?
72924	6	나 축제 때 애들이랑 노래 부를 건데. 오빠가 반주 해주면 안 돼?
72925	1	피아노로? 무슨 노랜데.
72926	6	밴드인데, 키보드가 없어.
72927	6	아 싫어. 애들이랑 무슨 밴드를 하냐. 간지 떨어지게.
72928	6	너무해. 우리도 잘 해.
72929	3	근데 키보드 하는 사람이 없다고? 그게 밴드냐?
72930	6	아니 키보드 칠 줄 아는 애가 없는데, 우리 잘못이야?
72931	6	알았어. 뭐 쳐줄 수는 있는데. 대신 나는 가면을 써야겠다.
72932	5	가면?
72933	6	애들한테 쪽팔린단 말이야.
72934	6	아 그냥 해줘. 남자가 쿨하지 못하게.
72935	6	맨 얼굴 나오는거는 절대 안 해. 네버.
72936	6	알았어 알았어. 그럼 가면 써. 대신 가면은 오빠가 만들어.
72937	1	문방구에서 하나 사면 돼.
72938	5	오빠. ‘면죄’가 뭐야?
72939	5	면제? 군대 면제 같은거?
72940	5	아니. ‘면.죄’
72941	7	아, 그거. 그 죄를 면해준다는 거 아니야?
72942	7	오… 맞는거 같애.
72943	1	근데 그건 왜 묻냐?
72944	1	아까 책에서 나와서.
72945	5	너 책도 읽어?
72946	6	교과서.
72947	6	아… 교과서가 책이냐. 정확히 말해야지.
72948	7	아 그럴 수도 있지. 암튼 면죄는 그럼 죄를 면한다?
72949	7	어.
72950	6	그럼 나도 오빠를 면죄해줄게.
72951	5	뭔 말이야. 난 죄가 없는데?
72952	6	오빠 어제 내 충전기 훔쳐갔잖아. 그거 용서해줄게.
72953	7	용서 안 해줘도 되는데?
72954	7	오빠 오빠. 우리, <지니의 집> 보면 안 돼?
72955	5	지니의 집? 그거 12세 아니야? 너 못 봐.
72956	6	뭐 어때. 이제 아홉살인데. 거의 열두살이지.
72957	2	야 아홉살이랑 열두살이 같냐? 완전 다르거든?
72958	6	아 왜 12세야. 나도 보고 싶은데.       우리반 애들 다 봤단 말이야.
72959	1	그게 무슨 내용인데?
72960	6	지니라는 애가 초능력을 가지고 있는데, 그걸 알고      정부에서 지니를 죽이러 오거든.       근데 지니는 겨우겨우 혼자서 도망쳐.      갈 곳이 없던 지니는, 어느 농가에 도착했는데.
72961	5	뭐야 내용 다 아네. 영화 뭐하러 보냐? 안 봐도 되겠구만.
72962	5	아니야. 결말은 모른단 말이야.
72963	1	그래서, 농가에 도착해서 어떻게 되는데?
72964	6	거기에서 친절한 아주머니 아저씨를 만나.        그래서 지니가 거기서 크게 되거든.
72965	1	아, 지니가 애야?
72966	1	어 원래는 열두살이었는데, 거기서 열아홉살까지 지내.
72967	1	그래서?
72968	1	그래서 지니는 이제 성인이면서, 초능력도 완전 쎄진 거지.
72969	7	그래서 다 때려부수나?
72970	7	아까 해미 언니, 집에 왔었는데.
72971	5	어? 해미 왔었다고? 어? 왜 나한텐 연락 없지.
72972	7	나 보러 온건데?
72973	4	아니 그래도. 우리집인데, 나한테 연락 한 통 없냐.
72974	6	나랑 데이트하러 온거니까.        오빠한테 연락 하면 오빠 집에 일찍 올 거 아니야.        그게 싫어서, 연락 안 한거지. 딱 보면 답 나오네.        오빠는 왤케 눈치가 없어?
72975	6	야, 걔 내 여자친구야. 걔가 왜 날 피해.
72976	6	오빠 있으면 우리끼리 못 놀잖아.       우리끼리 할 얘기 되게 많거든?
72977	6	야 무슨 할 얘기가 있냐.
72978	6	걸스 토크 몰라?
72979	5	그게 뭔데.
72980	6	여자들끼리 얘기하는거.
72981	5	여자들끼리 무슨 얘기하는데?
72982	6	있어 그런거. 알려고 하지 마. 다쳐.
72983	7	어쭈. 그거 내가 맨날 하는 말이잖아?
72984	7	나도 한 번 써봤다. 왜? 꼽냐?
72985	2	그런 말은 또 어디서 배웠대?
72986	6	 으악. 매워.
72987	1	매워?  별로 안 매운데?
72988	5	엄청 매운데? 오빠 매운 거 잘 먹어?
72989	7	나 뭐. 보통은 되지. 너 못 먹냐?
72990	4	응…..
72991	7	완전 애기네.
72992	6	아니거든? 어른들 중에서도, 매운 거 잘 못 먹는 사람 많거든?
72993	6	알았다 알았어. 애기란 말이 그렇게 싫냐.
72994	6	싫지 그럼. 오빠도 누가 오빠한테 애기라고 하면 좋아?
72995	4	…아니.
72996	6	그럼 똑같은 거지. 역지사지 몰라?
72997	4	알아.
72998	6	역지사지 좀 해.
72999	7	알았어. 암튼 그럼 이건 내가 다 먹는다?
73000	6	싫어. 나도 먹을거야.
73001	5	맵다며.
73002	7	나 매운 거 좋아해.
73003	6	뭐야. 매운 거 못 먹는데 좋아해?
73004	6	응. 그리고 오빠 혼자 다 먹는거 보기 싫어.       나도 먹을거야.
73005	5	어이가 없네.
73006	2	오빠 내일 형준이 오빠도 와?
73007	5	어? 아마 올걸. 왜?
73008	6	형준이 오빠는 안 부르면 안 돼?
73009	5	왜?
73010	6	아니. 형준이 오빠는 맨날 나 놀린단 말이야.
73011	6	뭐라고 놀리는데?
73012	6	자꾸 나 뚱뚱하다고, 돼지라고 놀리잖아.
73013	6	너 실제로 뚱뚱해?
73014	6	아니. 엄마는 맨날 나보고 말랐다고 하는데?
73015	6	근데 그럼 뭐가 문제야? 걔가 헛소리 하는거지.
73016	6	그래도 듣기 싫단 말이야.
73017	2	알았어. 형준이가 또 그런 말 하면 나한테 말해.       내가 뭐라고 할게.
73018	7	오. 오늘 좀 멋있는데?
73019	7	나 원래 멋있어. 몰랐냐?
73020	6	몰랐는데. 사실은 지금도 아주 살짝 멋있다는 것 뿐이야.
73021	7	부끄러워서 그런거 다 알아.
73022	7	아닌데?
73023	1	오빠 나 오빠 태블릿 쓰면 안 돼?
73024	6	 나 지금 하고 있는데?        나중에 써.
73025	2	안 돼. 오늘 ‘인기노래’ 한단 말이야.
73026	6	그거 나중에 재방송 보면 되지.
73027	2	안 돼. 애들이랑 실시간으로 얘기해야 한단 말이야.       그리고 오늘 ‘엑스나인’ 데뷔 날이라서 꼭 봐야 돼.
73028	1	걔네가 누군데?
73029	7	오디션 프로에서 데뷔하는 애들인데,        내가 뽑은 애들도 있어.
73030	6	야, 근데 나 지금 게임 중인데.
73031	7	 아 오빠아아아아. 한 번만 보여줘.       내가 이따가, 아이스크림 사올게.
73032	7	진짜지?
73033	7	응. 진짜.
73034	2	너 또 귀찮다고 안 갈거잖아.
73035	1	아니야. 진짜로 갈거야.
73036	2	알았어 그러면. 딱 한 시간만 봐. 알았지?
73037	6	왜?
73038	6	좀 이따 나도 방송 봐야 돼.
73039	7	오빠, 엄마가 오빠한테, 여행 어디로 가고 싶은지 물어보래.
73040	5	여행? 무슨 여행?
73041	7	이번에 아빠 오시면, 여행 가기로 했잖아.
73042	5	아. 맞다. 아 근데 그건 엄마 아빠가 정해야지.        우리한테 선택권이 있대?
73043	7	응. 이번에 우리가 가고 싶은 데로 가자던데.
73044	7	너는 가고 싶은데 있어?
73045	7	나는 제주도!
73046	6	제주도 작년에 갔잖아.
73047	7	그 때 엄청 좋았단 말이야. 맛있는 것도 엄청 먹고.       바다도 엄청 예뻤어.
73048	6	한 번 봤으면 됐지. 뭘 또 가냐.
73049	7	그래도 또 가고 싶은데….
73050	6	뭐야 답정너네. 그래 제주도로 가. 나한텐 왜 물어봤냐?
73051	7	오빠는 어디 가고 싶은데?
73052	6	나는 아무데도 안 가고 싶어. 나는 피씨방이나 가고싶다….
73053	6	바보.
73054	6	아, 여행 너무 귀찮아.
73055	7	오빠오빠.
73056	1	 왜.
73057	7	나 반에서 1등 했다?
73058	5	 진짜로?
73059	7	응! 완전 신기하지?
73060	5	와…. 너 공부 잘 한다.
73061	7	그런가봐. 근데 이런거 처음이라 기분 진짜 이상해.
73062	4	부럽네. 나도 한 번만 1등 해보고 싶다.
73063	3	오빠도 노력을 좀 해봐. 나 이번에 공부 엄청 열심히 했어.
73064	0	나도 노력 하거든?
73065	3	근데 왜 1등을 못 해?
73066	0	야. 자랑하냐 지금?
73067	7	 암튼 오늘 아빠한테 맛있는 거 사달라고 해야지~
73068	0	우씨 짜증나. 아빠 또 너만 좋아하겠네.
73069	7	아니야. 내가 오빠도 좀 좋아하라고 할게.
73070	0	아빠 맨날 나한테 화만 내.
73071	3	그거야 오빠가 맨날 아빠한테 말대꾸 하니까 그렇지.
73072	0	너도 나한테 말대꾸 하잖아?
73073	5	내가 언제?
73074	0	봐. 지금도.
73075	7	오빠. 얘 좀 봐. 
73076	5	뭔데.  고양이?
73077	7	응. 완전 귀엽지 않아?
73078	7	귀엽긴 하네.
73079	4	나 얘 키우고 싶다....
73080	3	엄마가 절대 허락 안 해주실걸?        엄마 강아지도 싫다고 하셨는데.        고양이는 더 싫어할거 같은데.
73081	4	그치만… 내가 다 키우면 되지 않을까?
73082	3	너가 어떻게 키우냐? 너 스스로도 못 키우는데?
73083	0	치. 그건 오빠도 똑같잖아.
73084	3	그러니까, 어른 되기 전엔 못 키워.
73085	4	"근데 얘 너무 불쌍해….        	오늘 지나면 안락사 시킨대."
73086	5	진짜..?
73087	4	응. 불쌍하지. 내가 가서 데려오고 싶다. 너무 귀여운데.
73088	2	너 혼자 어떻게 가. 여기 엄청 멀거 아니야.
73089	7	오빠가 같이 가면 되지.
73090	3	난 안 돼.
73091	7	우리 고양이 이름 뭐로 하지?
73092	1	순대 어때?
73093	6	뭐? 순대? 그게 뭐야. 이상해.
73094	7	왜. 귀엽지 않냐? 이순대.
73095	6	먹는 거잖아. 왜 고양이 이름을 먹는 걸로 지어?
73096	7	원래 먹는 걸로 지어야 오래 사는 거야.         찹쌀이 맵쌀이 이렇게도 짓는데.
73097	6	그게 뭐야. 이상해.
73098	1	그럼 너는 뭘로 짓고 싶은데?
73099	7	나는….. 헨리나 마르셍.
73100	1	그건 뭐냐.
73101	7	외국 이름이 너무 예쁘지 않아?
73102	6	아무 뜻도 없고. 별론데?
73103	6	치. 오빠꺼보단 낫거든?
73104	7	아니면, 얘가 까만색이니까 초코는 어때?
73105	6	초코…? 그것도 먹는거잖아.
73106	1	야, 초콜렛 색깔이라는 뜻이지.
73107	7	그래. 그럼 초코로 하자!
73108	5	오빠, 오늘 뭐 먹어?
73109	1	몰라. 엄마가 아까 곰국 끓여놨다고 그거 먹으랬는데.
73110	6	으 나 곰국 싫은데.
73111	5	왜? 엄마가 자주 해주잖아.
73112	6	그래서 질려. 다른거 없나?
73113	7	다른 건 없을텐데…. 요즘 엄마 엄청 바빠가지고.        아니면 뭐 시켜먹을래?
73114	5	뭐?
73115	7	치킨이나 피자.
73116	6	그거 살찌는데. 나 살 빼야 돼.
73117	6	아 그럼 뭐 먹게.
73118	6	그냥 굶을래.
73119	2	안 돼. 엄마한테 혼나. 뭐라도 먹어야지.
73120	7	아니면, 곰국에 라면 끓여먹어도 되나?
73121	7	라면? 야 그게 더 살찌겠다.
73122	3	반 개만 먹으면 되지.
73123	7	알았어. 그럼 내가 끓여줄게.
73124	4	 오빠… 나는 엄마 딸이 아닌가봐.
73125	4	야, 뭘 그런걸 가지고 그래.       나는 저번에 훨씬 더 크게 혼났어.
73126	4	그래도. 오빠한테는 밥 줬잖아.       엄마가 나보고 밥 먹지 말래 오늘.
73127	6	그거야 너가 자꾸 편식하고 거짓말 하니까 그렇지.        그래서 벌로, 밥 먹지 말라고 하신 거 아니야.
73128	6	그치만…. 어떻게 딸을 굶길 수가 있어?      진짜 마녀 아니야?
73129	3	너가 잘못한거는 생각 안 하냐?
73130	6	치… 오빠는 완전 엄마 편이네.
73131	1	 자.
73132	5	이게 뭐야?
73133	4	밥 못 먹으니까 과자라도 먹어.
73134	7	 뭐야…. 고마워.
73135	2	뭘 이 정도 가지고. 대신 너, 먹은거 티내면 안 돼.      과자 봉지도 가방에 잘 숨겨야 돼. 알았지?
73136	6	알지 알지. 아 근데 이렇게까지 해야 되나?
73137	6	그러니까 담부터 당근 버리지 마.
73138	6	그치만 당근 너무 싫단 말이야.
73139	3	그렇다고, 당근만 모아서 하수구에 버리면 어떡하냐?
73140	1	뭐보지?
73141	1	나는 <블랙 배틀>. 너는?
73142	5	그게 무슨 내용인데?
73143	7	전쟁 영화야. 막 총 쏘고, 사람들 엄청 죽는 거 나와.
73144	6	으악. 나는 그런거 보기 싫어.
73145	7	그래. 그럼 따로 보자.
73146	2	그치만…. 혼자 보기 무서운데.
73147	3	야 너는 무슨 영화도 혼자 못 보냐.
73148	6	난 아직 애란 말이야!
73149	1	알았어 그럼. 뭐 보고 싶은데?
73150	1	나는 <다이너소어 어드벤처>.
73151	3	으아…. 제목만 들어도 노잼인데?
73152	7	애니메이션인데, 이번에 상도 받았대!        애들이 엄청 재밌다고 그랬는데.
73153	1	그냥 따로 보자.
73154	2	싫어…. 엄마한테 이를거야?
73155	1	알았다 알았어. 그럼 너랑 같이 보고,        나는 <블랙 배틀> 보고 집에 갈래.
73156	6	그럼 나는 그동안 뭐해?
73157	3	너 집에도 혼자 못 가냐?
73158	6	당연한 거 아니야? 거기 완전 복잡하단 말이야.
73159	5	말은 이렇게 잘 하면서.
73160	4	 오빠…엄마 아빠 이혼하면 어떡해?
73161	6	그게 무슨 말이야?
73162	4	아까… 엄마 아빠. 방에서 엄청 싸웠어.
73163	5	진짜? 왜?
73164	4	자세히는 모르는데. 아빠가 뭘 잘못한 것 같애.       엄마가 막 소리 엄청 지르고, 뭐 던지고 그랬어.        이혼하자고 그러고.
73165	4	진짜? 헐….. 왜 그러지.
73166	2	엄마 아빠 이혼하면 어떡해? 그럼 우린 어떻게 해야 돼?
73167	4	그럼… 누구 한 명을 따라가야겠지?
73168	4	오빠는 누구 따라갈거야?
73169	4	나는….엄마.
73170	6	헐 나도 엄마 따라갈건데. 오빠는 아빠 따라가면 안 돼?      오빠는 같은 남자잖아.
73171	6	그게 무슨 말이야? 나도 엄마가 더 좋단 말이야.
73172	4	그치만 그럼 아빠만 외롭잖아.
73173	6	아빠는 혼자라서 더 좋으실걸? 새출발 하실 수도 있고.
73174	1	그런가?
73175	6	그렇다니까?
73176	0	"	저게 뭐야? 왜 면 먼저 삶았어? 	면이 떡이 됐네. 달걀 먼저 삶고 면을 삶아야지. 	면을 먼저 삶으면 어떡해?"
73177	7	"	어? 그러네. 대신에 면이 불어서 양이 더 많아졌어. 	우리 배부르게 먹을 수 있겠다."
73178	6	… 달걀은 얼마나 남았어?
73179	7	냄비에 방금 넣어서, 15분?
73180	6	15분? 그럼 면 더 불겠네.
73181	7	"	그럼 이거 면 버리고 다시 할까?"
73182	3	아깝게 뭘 그렇게 해. 됐어. 그냥 먹어.
73183	7	"	다시 할게. 다시 해서 먹자. 내가 미안해."
73184	0	"너는 뭐가 그렇게 맨날 미안해? 	왜 그렇게 미안해. 	면 먼저 삶을 수도 있지. 뭘 내 눈치를 그렇게 봐."
73185	7	니가 속상하면 싫잖아. 그래서 그래. 면 다시 삶을게.
73186	7	됐어. 그냥 먹을게. 고마워 요리 해줘서.
73187	7	"아니야. 면 다시 삶을게. 	새로 해서 먹자."
73188	6	"면 다시 하면 나 안 먹을거야. 	그냥 원래 있는걸로 먹어."
73189	7	야아아아 그게 뭐야.
73190	6	나 이제 그만 먹을래.
73191	6	"	그래? 그래 그럼. 내가 정리할게. 가서 일 하고 있어."
73192	6	"아니야, 내가 할게. 오빠가 요리 했잖아. 	내가 할게. 앉아있어."
73193	6	아니야. 내가 할게. 나 마음이 불편해.
73194	6	"오빠가 마음이 불편할 게 뭐가 있어? 왜 불편해. 	됐어 앉아있어."
73195	6	음식물 쓰레기 많이 나왔다…그치?
73196	4	"	미안해. 내가 요즘 속 트러블이 좀 있잖아. 	많이 먹으면 계속 체하고, 설사하고 그러는 거 알잖아."
73197	7	"알지. 괜찮아. 		에이, 아까 니 말 듣지 말고, 그냥 면 새로 할걸…	내가 면 새로 했어도 먹었을거지?"
73198	7	"	니가 했는데, 내가 어떻게 안 먹냐? 당연히 먹지."
73199	7	그러면 면 다시 삶을걸. 괜히 니 말 들었다.
73200	7	"나 진짜로 맛있게 먹었어. 괜찮아. 	그냥 요즘 속이 안 좋은 걸 어떡해? 	안 불은 면이었어도, 아마 나 많이 못 먹었을걸? 	요즘 그냥 밀가루가 좀 안 받아. 	속 안 좋을 때 밀가루 먹으면 어떤지 알잖아."
73201	7	알았어. 그럼 올라가서 쉬어.
73202	7	아니야. 내가 정리 한다니까?
73203	7	"너 이따가 7시까지 마감 있잖아. 내가 할게. 	빨리 가서 너 일 하고 있어."
73204	7	알았어 그러면. 고마워.
73205	7	" 	아직 멀었어?"
73206	7	아니 거의 다 했어. 이제 10분이면 끝날 것 같아.
73207	7	그래? 아쉽다.
73208	7	 왜?
73209	7	지금 되게 좋았는데.
73210	7	왜? 나 일하는 모습이 그렇게 예뻐 보였냐?
73211	7	응 그것도 그렇고.
73212	7	또 뭐가 있는데?
73213	7	"그냥. 너는 니 할 일 하고, 나는 내 할 일하고, 	이러는 게 참 좋아서. 같이 또 따로, 뭐 그런 느낌?"
73214	7	"나도 이런 거 좋아. 우리 처음 만나기 시작했을 때는 	서로 할 일을 못했었잖아. 	요즘에는 그래도 각자 일에 조금씩 집중할 수 있는 것 같아서 	좋은 것 같아."
73215	7	"	사실 나는 아직도 집중이 잘 안돼."
73216	7	 뭐야 느끼하게.
73217	7	" 너 일할 때 진짜 섹시한 거 알아? 	너도 알지? 모를 리 없지. 이렇게 섹시한데."
73218	7	 자기야아아~~~ 나 왔다.
73219	7	         왔어? 오늘 하루는 어땠어? 농땡이 많이 피웠어?
73220	7	농땡이 엄청 피웠지. 일 엄청 설렁설렁 했어!
73221	7	" 어이구, 잘했다! 	일 절대로 열심히 하면 안돼? 	아주 싹싹 뽑아먹어. 막 일 못하는 척 하고 그래!"
73222	7	당연하지! 이미 그러고 있지!
73223	7	잘하고 있다! 그래서, 오늘은 뭐 재밌는 일 없었어?
73224	7	" 	재밌는 일? 재밌는 일이 뭐가 있었지? 	 아 맞다! 	나랑 같이 일하는 재민이형 알지?"
73225	7	"재민이형? 재민이형이 누구지? 	 아...! 그 프랑스에 있는, 여자친구랑 장거리 연애하는 사람?"
73226	7	"응! 그 형! 그 형이 여자친구랑 	하루에 한 번? 아니면 두 번씩! 한 시간 정도, 영상통화를 한대."
73227	5	매일매일?
73228	7	응! 매일매일.
73229	4	매일매일 그러려면 그것도 진짜 일이겠다.
73230	6	응. 근데 그걸 지금 2년 째 하고 있대.
73231	5	"2년이나? 진짜 대단하다. 	매일 통화는 그렇게 하고, 만나는 건 언제 만난대?"
73232	7	작년에는 두 번 만났고, 올해는 한 번 만났대.
73233	5	"와…진짜? 그럼 일 년에 한 번 정도밖에 못 만나는거야? 	맨날 영상통화만 하고? 만지지도 못하고?"
73234	7	그런거지.
73235	6	"	난 절대 그렇게 못해. 그게 무슨 연애야. 	펜팔이지."
